200	花図鑑コレクション その1	図鑑の入手キャラクター数を10体達成する	強化霊 赤のマニュ5才 x1、強化霊 青のマニュ5才 x1	4100	9	1	200	1	0	10	0	0	0	1020	1	2	0	1	0	0				0	1
201	花図鑑コレクション その2	図鑑の入手キャラクター数を20体達成する	強化霊 黄のマニュ5才 x1、強化霊 紫のマニュ5才 x1	4101	9	1	201	2	200	20	0	0	0	1020	1	2	0	1	0	0				0	1
202	花図鑑コレクション その3	図鑑の入手キャラクター数を30体達成する	強化霊 5才 4種セット x1	4102	9	1	202	2	201	30	0	0	0	1020	1	2	0	1	0	0				0	1
203	花図鑑コレクション その4	図鑑の入手キャラクター数を40体達成する	強化霊 5才 4種セット x1	4103	9	1	203	2	202	40	0	0	0	1020	1	2	0	1	0	0				0	1
204	花図鑑コレクション その5	図鑑の入手キャラクター数を50体達成する	強化霊 赤のマニュ20才 x1、強化霊 青のマニュ20才 x1	4104	9	1	204	2	203	50	0	0	0	1020	1	2	0	1	0	0				0	1
205	花図鑑コレクション その6	図鑑の入手キャラクター数を60体達成する	強化霊 黄のマニュ20才 x1、強化霊 紫のマニュ20才 x1	4105	9	1	205	2	204	60	0	0	0	1020	1	2	0	1	0	0				0	1
206	花図鑑コレクション その7	図鑑の入手キャラクター数を70体達成する	強化霊 20才 4種セット x1	4106	9	1	206	2	205	70	0	0	0	1020	1	2	0	1	0	0				0	1
207	花図鑑コレクション その8	図鑑の入手キャラクター数を80体達成する	強化霊 20才 4種セット x1	4107	9	1	207	2	206	80	0	0	0	1020	1	2	0	1	0	0				0	1
208	花図鑑コレクション その9	図鑑の入手キャラクター数を85体達成する	強化霊 赤のマニュ100才 x1	4108	9	1	208	2	207	85	0	0	0	1020	1	2	0	1	0	0				0	1
209	花図鑑コレクション その10	図鑑の入手キャラクター数を90体達成する	強化霊 青のマニュ100才 x1	4109	9	1	209	2	208	90	0	0	0	1020	1	2	0	1	0	0				0	1
