1	2	1	109929
2	2	1	109925
3	2	1	109925
4	2	1	109925
5	2	1	109925
6	2	2	109930
7	2	2	109926
8	2	2	109926
9	2	2	109926
10	2	2	109926
11	2	3	109931
12	2	3	109927
13	2	3	109927
14	2	3	109927
15	2	3	109927
16	2	4	109932
17	2	4	109928
18	2	4	109928
19	2	4	109928
20	2	4	109928
21	3	1	109929
22	3	1	109929
23	3	1	109929
24	3	1	109925
25	3	1	109925
26	3	2	109930
27	3	2	109930
28	3	2	109930
29	3	2	109926
30	3	2	109926
31	3	3	109931
32	3	3	109931
33	3	3	109931
34	3	3	109927
35	3	3	109927
36	3	4	109932
37	3	4	109932
38	3	4	109932
39	3	4	109928
40	3	4	109928
41	4	1	109933
42	4	1	109929
43	4	1	109929
44	4	1	109929
45	4	1	109929
46	4	2	109934
47	4	2	109930
48	4	2	109930
49	4	2	109930
50	4	2	109930
51	4	3	109935
52	4	3	109931
53	4	3	109931
54	4	3	109931
55	4	3	109931
56	4	4	109936
57	4	4	109932
58	4	4	109932
59	4	4	109932
60	4	4	109932
61	5	1	109933
62	5	1	109933
63	5	1	109933
64	5	1	109929
65	5	1	109929
66	5	2	109934
67	5	2	109934
68	5	2	109934
69	5	2	109930
70	5	2	109930
71	5	3	109935
72	5	3	109935
73	5	3	109935
74	5	3	109931
75	5	3	109931
76	5	4	109936
77	5	4	109936
78	5	4	109936
79	5	4	109932
80	5	4	109932
81	6	1	109933
82	6	1	109933
83	6	1	109933
84	6	1	109933
85	6	1	109933
86	6	2	109934
87	6	2	109934
88	6	2	109934
89	6	2	109934
90	6	2	109934
91	6	3	109935
92	6	3	109935
93	6	3	109935
94	6	3	109935
95	6	3	109935
96	6	4	109936
97	6	4	109936
98	6	4	109936
99	6	4	109936
100	6	4	109936
