5000	5000	36	強化合成専用、EXPが多く獲得できベースキャラクターの最大HPを増加させる	0		0		0		
5010	5010	36	強化合成専用、EXPが多く獲得できベースキャラクターの攻撃力を増加させる	0		0		0		
5020	5020	36	強化合成専用、EXPが多く獲得できベースキャラクターの防御力を増加させる	0		0		0		
5030	5030	36	強化合成専用、命のアンプルゥをHPの上限値まで使用した後に、合成素材としてさらにHPを増加できる	0		0		0		
5040	5040	36	強化合成専用、攻のアンプルゥを攻撃力の上限値まで使用した後に、合成素材としてさらに攻撃力を増加できる	0		0		0		
5050	5050	36	強化合成専用、守のアンプルゥを防御力の上限値まで使用した後に、合成素材としてさらに防御力を増加できる	0		0		0		
15000	15000	36	強化合成専用、使用条件を満たすとキャラクターのLv上限を+5する<br>※最大Lv120	36	使用条件:★6は開花(能力のみ可)、★5は昇華、★4以下は昇華後の開花、最大Lv80に育成で使用可<br>※★5以下キャラはレアリティ昇華対応キャラが対象	0		0		
100001	100001	0	[自身][1ターン目のみ]スキル発動率変更:100%<br>[自身]【ボスダメージ】上昇:100%<br>[自身]【再行動】率上昇(【上限解放】):100%	0		0		0		
100002	100002	0	[自身][1ターン目のみ]スキル発動率変更:100%<br>[自身]【クリティカル】率変更:100%<br>[自身]【ボスダメージ】上昇:100%<br>[自身]【再行動】率上昇(【上限解放】):100%	0		0		0		
100841	100841	0	".44Fate　Shifter 　1stBullet　-【I】-<br>.44Fate　Shifter 　2ndBullet　-【II】-<br>※プッシュで詳細説明がポップアップします。"	0		0		0		
100842	100842	0	".44Fate　Shifter 　1stBullet　-【I】-<br>.44Fate　Shifter 　2ndBullet　-【II】-<br>.44Fate　Shifter　3rdBullet　-【III】-<br>.44Fate　Shifter　4thBullet　-【IV】-<br>※プッシュで詳細説明がポップアップします。"	0		0		0		
103501	103501	0	自身のHPが0になった場合、討伐中に1度だけ敵のターン終了後、[5人]のHPを100%回復する(HPが0ではHP100%で【復活】)<br>[5人][戦闘中3回]パーティメンバーのHPが30%未満となった直後、パーティメンバーのHPを100%回復(戦闘中3回)<br>[5人]最大HPの300%までHPを維持可能	0		0		0		
103502	103502	0	[5人]パーティメンバーがクリティカルを発生させるたび、攻撃力上昇:25%(最大10回)<br>[5人]パーティメンバーがスキルを発動するたび、防御力上昇:25%(最大10回)<br>自身のHPが0になった場合、討伐中に1度だけ敵のターン終了後、[5人]のHPを100%回復する(HPが0ではHP100%で【復活】)<br>[5人][戦闘中3回]パーティメンバーのHPが30%未満となった直後、パーティメンバーのHPを100%回復(戦闘中3回)<br>[5人]最大HPの300%までHPを維持可能	0		0		0		
103507	103507	0	[自身]【挑発】<br>[自身]確率【ガッツ】:3回<br>[5人]1回ダメージ【無効化】<br>[自身]自身が攻撃を3回受けた次のターンから3ターンの間、【無貌の古兵】を召喚する(再召喚可)<br>召喚直後の無貌の古兵に【月光陣】を実行させる	0		0		0		
103508	103508	0	[自身]【挑発】<br>[5人][参戦]【防壁】30%<br>[自身]確率【ガッツ】:3回<br>[5人]1回ダメージ【無効化】<br>[自身]自身が攻撃を3回受けた次のターンから3ターンの間、【無貌の古兵】を【召喚】する(再召喚可)<br>召喚直後の無貌の古兵に【月光陣】を実行させる<br>[自身]【召喚中】自身の防御力の50%を攻撃力に追加<br>[5人]【召喚中】防御力上昇:80%	0		0		0		
108600	108600	36	ナーエを育てた団長のもとに訪れ、補佐してくれる。<br>戦闘には参加できない。	0		0		0		
108601	108601	36	ナーエを育てた団長のもとに訪れ、補佐してくれる。<br>戦闘には参加できない。	0		0		0		
108602	108602	36	ナーエを育てた団長のもとに訪れ、補佐してくれる。<br>戦闘には参加できない。	0		0		0		
108603	108603	36	ナーエを育てた団長のもとに訪れ、補佐してくれる。<br>戦闘には参加できない。	0		0		0		
108604	108604	36	ナーエを育てた団長のもとに訪れ、補佐してくれる。<br>戦闘には参加できない。	0		0		0		
108605	108605	36	ナーエを育てた団長のもとに訪れ、補佐してくれる。<br>戦闘には参加できない。	0		0		0		
108606	108606	36	ナーエを育てた団長のもとに訪れ、補佐してくれる。<br>戦闘には参加できない。	0		0		0		
108607	108607	36	ナーエを育てた団長のもとに訪れ、補佐してくれる。<br>戦闘には参加できない。	0		0		0		
109913	109913	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109914	109914	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109915	109915	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109916	109916	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109917	109917	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109918	109918	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109919	109919	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109920	109920	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109921	109921	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109922	109922	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109923	109923	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109924	109924	36	強化合成専用、EXPが多く獲得できる<br>同属性のキャラで強化合成するとより多くのEXPを獲得できる	0		0		0		
109925	109925	36	進化合成専用	0		0		0		
109926	109926	36	進化合成専用	0		0		0		
109927	109927	36	進化合成専用	0		0		0		
109928	109928	36	進化合成専用	0		0		0		
109929	109929	36	進化合成専用	0		0		0		
109930	109930	36	進化合成専用	0		0		0		
109931	109931	36	進化合成専用	0		0		0		
109932	109932	36	進化合成専用	0		0		0		
109933	109933	36	進化合成専用	0		0		0		
109934	109934	36	進化合成専用	0		0		0		
109935	109935	36	進化合成専用	0		0		0		
109936	109936	36	進化合成専用	0		0		0		
109949	109949	36	開花合成専用	0		0		0		
109950	109950	36	開花合成専用	0		0		0		
109951	109951	36	開花合成専用	0		0		0		
109952	109952	36	開花合成専用	0		0		0		
109953	109953	36	開花合成専用	0		0		0		
109954	109954	36	開花合成専用	0		0		0		
109955	109955	36	開花合成専用	0		0		0		
109956	109956	36	開花合成専用	0		0		0		
109957	109957	36	開花合成専用	0		0		0		
109958	109958	36	開花合成専用	0		0		0		
109959	109959	36	開花合成専用	0		0		0		
109960	109960	36	開花合成専用	0		0		0		
110001	110001	0	[3人]攻撃力上昇:10%	0		0		0		
110002	110002	0	[3人]攻撃力上昇:10%<br>[自身]【再行動】率上昇:15%	0		0		0		
110003	110003	0	[2人]【攻撃属性追加】:打	0		0		0		
110004	110004	0	[5人]攻撃力上昇:戦闘開始時の敵数x7%<br>[2人]【攻撃属性追加】:打	0		0		0		
110005	110005	0	[敵2体]【命中率低下】:5%	0		0		0		
110006	110006	0	[自身]100%の確率で【反撃】2倍<br>[敵2体]【命中率低下】:5%	0		0		0		
110007	110007	0	[自身]攻撃力上昇:30%	0		0		0		
110008	110008	0	[自身]攻撃力上昇:30%<br>[自身]HP50%以上の敵への【与ダメージ上昇】:25%	0		0		0		
110009	110009	0	[自身]【クリティカル】率変更:100%<br>[自身]【挑発】(小)<br>[5人][【参戦】]【防壁】30%<br>[自身]防御力上昇:50%	0		0		0		
110010	110010	0	[自身]【クリティカル】率変更:100%<br>[自身]全体【追撃】100%<br>[自身]【挑発】(小)<br>[5人][【参戦】]【防壁】30%<br>[自身]防御力上昇:50%	0		0		0		
110011	110011	0	[5人][1ターン目のみ]攻撃力上昇:50%<br>[攻撃タイプ3人]弱点属性ダメージ上昇:40%	0		0		0		
110012	110012	0	[5人][1ターン目のみ]攻撃力上昇:50%<br>[斬属性2人]【クリティカル】率上昇:40%<br>[攻撃タイプ3人]弱点属性ダメージ上昇:40%<br>[5人][1ターン目のみ]弱点属性ダメージ上昇:75%	0		0		0		
110101	110101	0	[5人]防御力上昇:50%、【防御時軽減率】上昇:6%<br>[5人]確定【ガッツ】:2回<br>[5人]【吸収付与】:20%(1回のスキル発動で最大HPの半分まで回復可能)	0		0		0		
110102	110102	0	[5人]【クリティカル】ダメージ上昇:40%<br>[5人]防御力上昇:50%、【防御時軽減率】上昇:6%<br>[5人]確定【ガッツ】:2回<br>[5人]【吸収付与】:20%(1回のスキル発動で最大HPの半分まで回復可能)<br>[5人]自身が被攻撃次ターン中、【スキル発動率※】:2倍	0		0		0		
110301	110301	0	[自身]80%の確率で【反撃】2倍	0		0		0		
110302	110302	0	[3人]攻撃力上昇:10%<br>[自身]80%の確率で【反撃】2倍	0		0		0		
110303	110303	0	[討伐開始時]光GAUGE増加:10%	0		0		0		
110304	110304	0	[2人]攻撃力上昇:10%<br>[討伐開始時]光GAUGE増加:10%	0		0		0		
110305	110305	0	[5人]攻撃力上昇:10%	0		0		0		
110306	110306	0	[5人]攻撃力上昇:10%<br>[2人]【攻撃属性追加】:斬	0		0		0		
110401	110401	0	ソーラードライブの効果上昇:25%	0		0		0		
110402	110402	0	ソーラードライブの効果上昇:25%<br>[討伐開始時]光GAUGE増加:30%	0		0		0		
110403	110403	0	[自身]【回避】率上昇:80%、3ターン目以降50%	0		0		0		
110404	110404	0	[4人]攻撃力上昇:22%<br>[自身]【回避】率上昇:80%、3ターン目以降50%	0		0		0		
110405	110405	0	[5人]シャインクリスタルドロップ率上昇:10%	0		0		0		
110406	110406	0	[5人]それぞれの好感度に応じて攻撃力上昇:最大10%<br>[5人]シャインクリスタルドロップ率上昇:10%	0		0		0		
110407	110407	0	[3人]【攻撃属性追加】:斬<br>[3人]【攻撃属性追加】:突<br>[3人]【攻撃属性追加】:魔	0		0		0		
110408	110408	0	[5人]攻撃力上昇:20%<br>[3人]【攻撃属性追加】:斬<br>[3人]【攻撃属性追加】:突<br>[3人]【攻撃属性追加】:魔	0		0		0		
110409	110409	0	[5人]スキル発動率:それぞれの好感度に応じて最大1.2倍	0		0		0		
110410	110410	0	[5人]攻撃力上昇:10%<br>[5人]スキル発動率:それぞれの好感度に応じて最大1.2倍	0		0		0		
110411	110411	0	[5人]スキル発動率:それぞれの好感度に応じて最大1.2倍	0		0		0		
110412	110412	0	[5人]スキル発動率:それぞれの好感度に応じて最大1.2倍<br>[5人]【ボスダメージ】上昇:10%	0		0		0		
110413	110413	0	[5人]攻撃力上昇:10%	0		0		0		
110414	110414	0	[5人]攻撃力上昇:10%<br>[5人]【クリティカル】率上昇:10%	0		0		0		
110501	110501	0	ソーラードライブの効果上昇:15%	0		0		0		
110502	110502	0	ソーラードライブの効果上昇:15%<br>[3人]戦闘開始時に光GAUGE100%以上なら攻撃上昇:12%	0		0		0		
110801	110801	0	[3人]攻撃力上昇:30%	0		0		0		
110802	110802	0	[3人]攻撃力上昇:30%<br>[5人]防御力上昇:14%、【防御時軽減率】上昇:2.1%<br>[自身]確率【ガッツ】:3回	0		0		0		
110803	110803	0	[3人]攻撃力上昇:10%	0		0		0		
110804	110804	0	[3人]攻撃力上昇:10%<br>[自身]【回避】率上昇:55%、3ターン目以降40%	0		0		0		
110805	110805	0	[5人]PT移動力の60%を攻撃力に追加	0		0		0		
