1	400000	1	1101	120	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
2	400000	1	1102	130	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
3	400010	1	1101	120	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
4	400010	1	1102	130	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
5	400020	1	1101	120	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
6	400020	1	1102	130	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
7	400030	1	1101	120	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
8	400030	1	1102	130	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
9	400040	1	1101	130	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
10	400040	1	1102	130	0	0	0	0					2016-06-08 00:00:00	2016-06-08 00:00:00	0	2016-06-08 00:00:00
11	400100	2	1	300	17000	0	0	0					2016-07-07 00:00:00	2016-07-07 00:00:00	0	2016-07-07 00:00:00
12	400110	2	1	300	17000	0	0	0					2016-07-07 00:00:00	2016-07-07 00:00:00	0	2016-07-07 00:00:00
13	400120	2	1	300	17000	0	0	0					2016-07-07 00:00:00	2016-07-07 00:00:00	0	2016-07-07 00:00:00
14	400130	2	1	300	17000	0	0	0					2016-07-07 00:00:00	2016-07-07 00:00:00	0	2016-07-07 00:00:00
15	400140	2	1	300	17000	0	0	0					2016-07-07 00:00:00	2016-07-07 00:00:00	0	2016-07-07 00:00:00
16	400200	3	401	120	400	0	0	0					2016-08-02 00:00:00	2016-08-03 00:00:00	0	2016-08-03 00:00:00
17	400210	3	401	120	400	0	0	0					2016-08-02 00:00:00	2016-08-03 00:00:00	0	2016-08-03 00:00:00
