1	1	エイプリルフール		april_fool_episode.swf	0	1	1	0	2015-07-24 00:00:00	2015-09-10 00:00:00	0	2015-09-10 00:00:00
2	2	人気投票イベント予告		election_episode_0001.swf	0	1	1	0	2015-07-24 00:00:00	2015-09-10 00:00:00	0	2015-09-10 00:00:00
3	3	人気投票イベント開催		election_episode_0002.swf	0	1	1	0	2015-07-24 00:00:00	2015-09-10 00:00:00	0	2015-09-10 00:00:00
4	4	人気投票イベント結果発表		election_episode_0003.swf	0	1	1	0	2015-07-24 00:00:00	2015-09-10 00:00:00	0	2015-09-10 00:00:00
5	5	死体殴り修正予告		benkyokai.swf	0	1	1	0	2015-07-24 00:00:00	2015-09-10 00:00:00	0	2015-09-10 00:00:00
6	6	単体攻撃スキル修正予告		jgm0L22CzwWn	0	1	1	0	2015-07-24 00:00:00	2015-09-10 00:00:00	0	2015-09-10 00:00:00
7	7	わくわくカウントダウン！ あと5日	※放送は終了しました	ZOqFUA8Zf17	0	6	1	0	2015-10-09 00:00:00	2015-10-09 00:00:00	0	2015-10-09 00:00:00
8	7	わくわくカウントダウン！ あと4日	※放送は終了しました	LZVIrLaDwnT4	0	5	1	0	2015-10-09 00:00:00	2015-10-09 00:00:00	0	2015-10-09 00:00:00
9	7	わくわくカウントダウン！ あと3日	※放送は終了しました	T6vkM2Xu002F	0	4	1	0	2015-10-09 00:00:00	2015-10-09 00:00:00	0	2015-10-09 00:00:00
10	7	わくわくカウントダウン！ あと2日	※放送は終了しました	ShIcH3zQpn	0	3	1	0	2015-10-09 00:00:00	2015-10-09 00:00:00	0	2015-10-09 00:00:00
11	7	わくわくカウントダウン！ あと1日	※放送は終了しました	nYy1f6xNvnI	0	2	1	0	2015-10-09 00:00:00	2015-10-09 00:00:00	0	2015-10-09 00:00:00
12	7	わくわくカウントダウン！ 放送開始	※放送は終了しました	lW77J40s4777	0	1	1	0	2015-10-09 00:00:00	2015-10-09 00:00:00	0	2015-10-09 00:00:00
13	8	クリスマス		eE9hvi8msZeE	0	1	1	0	2015-12-24 00:00:00	2015-12-24 00:00:00	0	2015-12-24 00:00:00
14	9	正月おみくじ		Tn3ysP4YPyBG	0	1	1	0	2016-01-07 00:00:00	2016-01-07 00:00:00	0	2016-01-07 00:00:00
15	10	ドタバタ☆カウントダウン！ あと4日	※放送は終了しました	KrHS5ggx2sAW	0	6	1	0	2016-01-26 00:00:00	2016-01-26 00:00:00	0	2016-01-26 00:00:00
16	10	ドタバタ☆カウントダウン！ あと3日	※放送は終了しました	h4ONJrSSfJlf	0	5	1	0	2016-01-26 00:00:00	2016-01-26 00:00:00	0	2016-01-26 00:00:00
17	10	ドタバタ☆カウントダウン！ あと2日	※放送は終了しました	f1fxHcp8juv	0	4	1	0	2016-01-26 00:00:00	2016-01-26 00:00:00	0	2016-01-26 00:00:00
18	10	ドタバタ☆カウントダウン！ あと1日	※放送は終了しました	Y0XcCthG7jbS	0	3	1	0	2016-01-26 00:00:00	2016-01-26 00:00:00	0	2016-01-26 00:00:00
19	10	ドタバタ☆カウントダウン！ 放送開始	※放送は終了しました	IMP1aasYWV9q	0	2	1	0	2016-01-26 00:00:00	2016-01-26 00:00:00	0	2016-01-26 00:00:00
20	10	ドタバタ☆カウントダウン！ エピローグ	※放送は終了しました	90fyf7eIyYjJO28aLFaK4AbCswN29p	0	1	1	0	2016-01-26 00:00:00	2016-01-26 00:00:00	0	2016-01-26 00:00:00
21	11	イベント26弾人気投票結果		hqBCYGXVuyOvvWGx4Mr2QXtc5j4yR	0	1	1	0	2016-02-23 00:00:00	2016-02-23 00:00:00	0	2016-02-23 00:00:00
22	12	スピンオフニコ生告知		8KlSbn1subih2W4Nn9wx8BgKIzv7bC	0	1	1	0	2016-03-31 00:00:00	2016-03-31 00:00:00	0	2016-03-31 00:00:00
23	13	エイプリルフール花騎士劇場		ngyZ4ThIMVJWgpp50rquMwWFDqdmKg	0	1	1	0	2016-03-28 00:00:00	2016-03-28 00:00:00	0	2016-03-28 00:00:00
24	14	クジラ艇カウントダウン！ あと4日	※放送は終了しました	60Vtx13TVdglcfm8bTPKzlYGSicQ7T	0	5	1	0	2016-04-26 00:00:00	2016-04-26 00:00:00	0	2016-04-26 00:00:00
25	14	クジラ艇カウントダウン！ あと3日	※放送は終了しました	eQWQjW1zB4fMMihsMWskWzLOSaNx	0	4	1	0	2016-04-26 00:00:00	2016-04-26 00:00:00	0	2016-04-26 00:00:00
26	14	クジラ艇カウントダウン！ あと2日	※放送は終了しました	2YYVTxgXS5AO0EPpViVJYMu1O63cg	0	3	1	0	2016-04-26 00:00:00	2016-04-26 00:00:00	0	2016-04-26 00:00:00
27	14	クジラ艇カウントダウン！ あと1日	※放送は終了しました	68Ks90sy5uSpslhxw5BDeb0lAoOl	0	2	1	0	2016-04-26 00:00:00	2016-04-26 00:00:00	0	2016-04-26 00:00:00
28	14	クジラ艇カウントダウン！ 放送開始	※放送は終了しました	KNts8XuboHk0sFbNErLQRsdtQ5gph	0	1	1	0	2016-04-26 00:00:00	2016-04-26 00:00:00	0	2016-04-26 00:00:00
29	15	好感度・咲実装		k7tMQb7uF4UzfLU7ETXy21xZtp34.png	0	1	1	0	2016-06-20 00:00:00	2016-06-20 00:00:00	0	2016-06-20 00:00:00
30	16	第2回ニコ生スピンオフ番宣		yNRfSfXwMAXOi56zN77oUEo26T0vF8.png	0	1	1	0	2016-07-21 00:00:00	2016-07-21 00:00:00	0	2016-07-21 00:00:00
31	17	開花（ガザニアの冒険）告知用の花騎士劇場		lRiwRpf6wPxFlRVqWzi1fSpRbQfp2e.png	0	1	1	0	2016-07-21 00:00:00	2016-07-21 00:00:00	0	2016-07-21 00:00:00
32	18	スワンボートレース		swan1	1	1	1	0	2016-07-21 00:00:00	2016-07-21 00:00:00	0	2016-07-21 00:00:00
33	19	ナズナの日花騎士劇場		RWFaf9k95YfNiBYWDB84duZcuhYhuJ.swf	0	1	1	0	2016-07-28 00:00:00	2016-07-28 00:00:00	0	2016-07-28 00:00:00
34	20	てんてこまいなカウントダウン！ あと4日	※放送は終了しました	mWFZiCkMk52hDSmQZ1RY5vZ2Fsklj.swf	0	5	1	0	2016-08-08 00:00:00	2016-08-08 00:00:00	0	2016-08-08 00:00:00
35	20	てんてこまいなカウントダウン！ あと3日	※放送は終了しました	eIZBTrz2yT6s3rEya5IYiEbomrg9E.swf	0	4	1	0	2016-08-08 00:00:00	2016-08-08 00:00:00	0	2016-08-08 00:00:00
36	20	てんてこまいなカウントダウン！ あと2日	※放送は終了しました	OAE9nhqG0WLAKPDgmT7n9TwI6NCm.swf	0	3	1	0	2016-08-08 00:00:00	2016-08-08 00:00:00	0	2016-08-08 00:00:00
37	20	てんてこまいなカウントダウン！ あと1日	※放送は終了しました	kaecKe0vtoSR0INdvaw3UO4y0Uqf.swf	0	2	1	0	2016-08-08 00:00:00	2016-08-08 00:00:00	0	2016-08-08 00:00:00
38	20	てんてこまいなカウントダウン！ 放送開始	※放送は終了しました	AOZ2IHLe2qe9NQKvyPUPrtpLTwCwox.swf	0	1	1	0	2016-08-08 00:00:00	2016-08-08 00:00:00	0	2016-08-08 00:00:00
39	21	第3回ニコ生スピンオフ		22X6xg2ceGLicrRB4c3XYQORS9DAt.swf	0	1	1	0	2016-08-30 00:00:00	2016-08-30 00:00:00	0	2016-08-30 00:00:00
40	22	スワンボートレースinガルデの湖			2	1	1	0	2016-08-30 00:00:00	2016-08-30 00:00:00	0	2016-08-30 00:00:00
41	23	ハナヒメコラボ		cqhYrn8VHnTl0LhbCrE3s2PUyq6VlD.swf	0	1	1	0	2016-08-30 00:00:00	2016-08-30 00:00:00	0	2016-08-30 00:00:00
42	24	スワンボートレース芸術の秋杯			3	1	1	0	2016-10-04 00:00:00	2016-10-04 00:00:00	0	2016-10-04 00:00:00
43	25	進化！パーフェクトランタナ！ あと4日	※放送は終了しました	AwicrGrbhopQVfWcC18fbbZTBqvs.swf	0	5	1	0	2016-11-04 00:00:00	2016-11-04 00:00:00	0	2016-11-04 00:00:00
44	25	進化！パーフェクトランタナ！ あと3日	※放送は終了しました	mNTSuqzapMe0NLtv8vxlmqRbwAiUT.swf	0	4	1	0	2016-11-04 00:00:00	2016-11-04 00:00:00	0	2016-11-04 00:00:00
45	25	進化！パーフェクトランタナ！ あと2日	※放送は終了しました	s3O1wof5VZDoL0aq7GB72IvjMQgHG.swf	0	3	1	0	2016-11-04 00:00:00	2016-11-04 00:00:00	0	2016-11-04 00:00:00
46	25	進化！パーフェクトランタナ！ あと1日	※放送は終了しました	oY0NBU2zXJDf35P0EpZG03GUeY.swf	0	2	1	0	2016-11-04 00:00:00	2016-11-04 00:00:00	0	2016-11-04 00:00:00
