1	☆2	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
2	☆2進化後	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
3	☆3	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
4	☆3進化後	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
5	☆4	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
6	☆4進化後	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
7	☆5	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
8	☆5進化後	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
9	☆6	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
10	☆6進化後	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
11	開花☆5	"2016-06-28 00:00:00"	"2016-06-28 00:00:00"	0	"2016-06-28 00:00:00"
12	開花☆6	"2016-06-28 00:00:00"	"2016-06-28 00:00:00"	0	"2016-06-28 00:00:00"
101	合成素材小	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
102	合成素材中	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
103	合成素材大	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
104	アンプルゥ	"2017-07-13 00:00:00"	"2017-07-13 00:00:00"	0	"2017-07-13 00:00:00"
105	合成素材	"2017-09-08 00:00:00"	"2017-09-08 00:00:00"	0	"2017-09-08 00:00:00"
106	合成素材	"2017-09-08 00:00:00"	"2017-09-08 00:00:00"	0	"2017-09-08 00:00:00"
201	レベルアップなし小	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
202	レベルアップなし中	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
203	レベルアップなし大	"2014-08-14 00:00:00"	"2014-08-14 00:00:00"	0	"2014-08-14 00:00:00"
300	コダイバナの技花	"2015-05-27 00:00:00"	"2015-05-27 00:00:00"	0	"2015-05-27 00:00:00"
400	開花素材用	"2016-06-09 00:00:00"	"2016-06-09 00:00:00"	0	"2016-06-09 00:00:00"
500	開花の秘薬	"2017-07-13 00:00:00"	"2017-07-13 00:00:00"	0	"2017-07-13 00:00:00"
1000	ナーエ用	"2017-11-20 00:00:00"	"2017-11-20 00:00:00"	0	"2017-11-20 00:00:00"
1001	副団長ナーエ用	"2018-10-02 00:00:00"	"2018-10-02 00:00:00"	0	"2018-10-02 00:00:00"
1100	"覚醒竜 センティ用"	"2018-12-15 00:00:00"	"2018-12-15 00:00:00"	0	"2018-12-15 00:00:00"
