1	力の指輪	300001	0	50	0	0	108	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		0	0	0	1	0	1	
2	力の指輪+1	300002	0	75	0	0	133	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		1	0	0	1	0	1	
3	力の指輪+2	300003	0	100	0	0	158	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		2	0	0	1	0	1	
4	力の指輪+3	300004	0	125	0	0	183	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		3	0	0	1	0	1	
5	力の指輪+4	300005	0	150	0	0	208	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		4	0	0	1	0	1	
6	力の指輪+5	300006	0	175	0	0	262	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		5	0	0	1	0	1	
7	力の指輪+6	300007	0	200	0	0	287	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		6	0	0	1	0	1	
8	力の指輪+7	300008	0	250	0	0	337	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		7	0	0	1	0	1	
9	力の指輪+8	300009	0	300	0	0	387	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		8	0	0	1	0	1	
10	力の指輪+9	300010	0	400	0	0	487	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		9	0	0	1	0	1	
11	力の指輪+10	300011	0	500	0	0	587	0	100	0	0	0	0	0	0	0	0	300001	1	0		3	1	0		10	0	0	1	0	1	
12	戦士の指輪	300012	0	600	0	0	756	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		0	0	0	1	0	1	
13	戦士の指輪+1	300013	0	620	0	0	776	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		1	0	0	1	0	1	
14	戦士の指輪+2	300014	0	640	0	0	835	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		2	0	0	1	0	1	
15	戦士の指輪+3	300015	0	660	0	0	894	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		3	0	0	1	0	1	
16	戦士の指輪+4	300016	0	680	0	0	914	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		4	0	0	1	0	1	
17	戦士の指輪+5	300017	0	700	0	0	1012	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		5	0	0	1	0	1	
18	戦士の指輪+6	300018	0	720	0	0	1032	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		6	0	0	1	0	1	
19	戦士の指輪+7	300019	0	750	0	0	1101	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		7	0	0	1	0	1	
20	戦士の指輪+8	300020	0	800	0	0	1190	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		8	0	0	1	0	1	
21	戦士の指輪+9	300021	0	900	0	0	1329	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		9	0	0	1	0	1	
22	戦士の指輪+10	300022	0	1000	0	0	1507	0	200	0	0	0	0	0	0	0	0	300001	1	0		5	1	0		10	0	0	1	0	1	
23	狂戦士の指輪	300023	0	1100	0	0	0	0	200	0	0	0	0	0	0	0	0	300001	1	0		7	1	0		0	0	0	1	0	1	
24	盾の腕輪	310001	0	0	10	0	0	67	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		0	0	0	1	0	1	
25	盾の腕輪+1	310002	0	0	20	0	0	77	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		1	0	0	1	0	1	
26	盾の腕輪+2	310003	0	0	30	0	0	87	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		2	0	0	1	0	1	
27	盾の腕輪+3	310004	0	0	40	0	0	97	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		3	0	0	1	0	1	
28	盾の腕輪+4	310005	0	0	50	0	0	107	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		4	0	0	1	0	1	
29	盾の腕輪+5	310006	0	0	60	0	0	117	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		5	0	0	1	0	1	
30	盾の腕輪+6	310007	0	0	70	0	0	127	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		6	0	0	1	0	1	
31	盾の腕輪+7	310008	0	0	80	0	0	137	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		7	0	0	1	0	1	
32	盾の腕輪+8	310009	0	0	90	0	0	147	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		8	0	0	1	0	1	
33	盾の腕輪+9	310010	0	0	120	0	0	177	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		9	0	0	1	0	1	
34	盾の腕輪+10	310011	0	0	150	0	0	207	100	0	0	0	0	0	0	0	0	300002	2	0		1	1	0		10	0	0	1	0	1	
35	防御の腕輪	310012	0	0	180	0	0	354	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		0	0	0	1	0	1	
36	防御の腕輪+1	310013	0	0	190	0	0	364	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		1	0	0	1	0	1	
37	防御の腕輪+2	310014	0	0	200	0	0	403	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		2	0	0	1	0	1	
38	防御の腕輪+3	310015	0	0	210	0	0	413	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		3	0	0	1	0	1	
39	防御の腕輪+4	310016	0	0	220	0	0	423	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		4	0	0	1	0	1	
40	防御の腕輪+5	310017	0	0	230	0	0	462	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		5	0	0	1	0	1	
41	防御の腕輪+6	310018	0	0	240	0	0	472	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		6	0	0	1	0	1	
42	防御の腕輪+7	310019	0	0	250	0	0	511	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		7	0	0	1	0	1	
43	防御の腕輪+8	310020	0	0	260	0	0	521	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		8	0	0	1	0	1	
44	防御の腕輪+9	310021	0	0	270	0	0	560	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		9	0	0	1	0	1	
45	防御の腕輪+10	310022	0	0	300	0	0	619	200	0	0	0	0	0	0	0	0	300002	2	0		3	1	0		10	0	0	1	0	1	
47	盾の首飾り	320001	0	0	2	0	0	40	100	0	1	0	0	0	0	0	0	300003	3	0		1	1	0		0	0	0	1	0	1	
48	盾の首飾り+1	320002	0	0	4	0	0	42	100	0	2	0	0	0	0	0	0	300003	3	0		1	1	0		1	0	0	1	0	1	
49	盾の首飾り+2	320003	0	0	6	0	0	63	100	0	3	0	0	0	0	0	0	300003	3	0		1	1	0		2	0	0	1	0	1	
50	盾の首飾り+3	320004	0	0	8	0	0	65	100	0	4	0	0	0	0	0	0	300003	3	0		1	1	0		3	0	0	1	0	1	
51	盾の首飾り+4	320005	0	0	10	0	0	67	100	0	4	0	0	0	0	0	0	300003	3	0		1	1	0		4	0	0	1	0	1	
52	盾の首飾り+5	320006	0	0	12	0	0	69	100	0	4	0	0	0	0	0	0	300003	3	0		1	1	0		5	0	0	1	0	1	
53	盾の首飾り+6	320007	0	0	14	0	0	71	100	0	2	0	0	0	0	0	0	300003	3	0		1	1	0		6	0	0	1	0	1	
54	盾の首飾り+7	320008	0	0	16	0	0	73	100	0	3	0	0	0	0	0	0	300003	3	0		1	1	0		7	0	0	1	0	1	
55	盾の首飾り+8	320009	0	0	18	0	0	94	100	0	4	0	0	0	0	0	0	300003	3	0		1	1	0		8	0	0	1	0	1	
56	盾の首飾り+9	320010	0	0	24	0	0	100	100	0	4	0	0	0	0	0	0	300003	3	0		1	1	0		9	0	0	1	0	1	
57	盾の首飾り+10	320011	0	0	30	0	0	106	100	0	4	0	0	0	0	0	0	300003	3	0		1	1	0		10	0	0	1	0	1	
58	防御の首飾り	320012	0	0	40	0	0	185	200	0	2	0	0	0	0	0	0	300003	3	0		3	1	0		0	0	0	1	0	1	
59	防御の首飾り+1	320013	0	0	50	0	0	195	200	0	2	0	0	0	0	0	0	300003	3	0		3	1	0		1	0	0	1	0	1	
60	防御の首飾り+2	320014	0	0	60	0	0	205	200	0	3	0	0	0	0	0	0	300003	3	0		3	1	0		2	0	0	1	0	1	
61	防御の首飾り+3	320015	0	0	70	0	0	244	200	0	4	0	0	0	0	0	0	300003	3	0		3	1	0		3	0	0	1	0	1	
62	防御の首飾り+4	320016	0	0	80	0	0	254	200	0	4	0	0	0	0	0	0	300003	3	0		3	1	0		4	0	0	1	0	1	
63	防御の首飾り+5	320017	0	0	90	0	0	264	200	0	4	0	0	0	0	0	0	300003	3	0		3	1	0		5	0	0	1	0	1	
64	防御の首飾り+6	320018	0	0	100	0	0	303	200	0	2	0	0	0	0	0	0	300003	3	0		3	1	0		6	0	0	1	0	1	
65	防御の首飾り+7	320019	0	0	110	0	0	313	200	0	3	0	0	0	0	0	0	300003	3	0		3	1	0		7	0	0	1	0	1	
66	防御の首飾り+8	320020	0	0	120	0	0	352	200	0	4	0	0	0	0	0	0	300003	3	0		3	1	0		8	0	0	1	0	1	
