91	22	156801	1	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
92	22	122711	2	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
93	22	136801	3	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
94	22	132905	4	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
95	23	156801	1	50	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
96	23	122711	2	50	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
97	23	136801	3	50	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
98	23	132905	4	50	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
99	24	156801	1	60	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
100	24	122711	2	60	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
101	24	136801	3	60	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
102	24	132905	4	60	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
103	25	156801	1	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
104	25	122711	2	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
105	25	136801	3	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
106	25	132905	4	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
107	26	156801	1	50	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
108	26	122711	2	50	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
109	26	136801	3	50	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
110	26	132905	4	50	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
111	27	156801	1	60	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
112	27	122711	2	60	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
113	27	136801	3	60	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
114	27	132905	4	60	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
115	28	132403	1	35	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0			0
