1	1	104	繁華祭 フォスフォレシア	images/album/dungeon/scenariobanner_7.png	3060	1	30600	[前半]初級　繁華祭投票所前	7	2015-05-15 14:00:00	（２０１５/５/１～５/１５）	0
2	1	104	繁華祭 フォスフォレシア	images/album/dungeon/scenariobanner_7.png	3060	2	30610	[前半]中級　ホウェイル飛空艇乗り場	7	2015-05-15 14:00:00	（２０１５/５/１～５/１５）	0
3	1	104	繁華祭 フォスフォレシア	images/album/dungeon/scenariobanner_7.png	3060	3	30620	[前半]上級　裏路地	7	2015-05-15 14:00:00	（２０１５/５/１～５/１５）	0
4	1	104	繁華祭 フォスフォレシア	images/album/dungeon/scenariobanner_7.png	3060	4	30630	[前半]最上級　フォス騎士団学校内	7	2015-05-15 14:00:00	（２０１５/５/１～５/１５）	0
5	1	104	繁華祭 フォスフォレシア	images/album/dungeon/scenariobanner_7.png	3061	5	30640	[後半]初級　大広場噴水前	7	2015-05-15 14:00:00	（２０１５/５/１～５/１５）	0
6	1	104	繁華祭 フォスフォレシア	images/album/dungeon/scenariobanner_7.png	3061	6	30650	[後半]中級　アンカー市場	7	2015-05-15 14:00:00	（２０１５/５/１～５/１５）	0
7	1	104	繁華祭 フォスフォレシア	images/album/dungeon/scenariobanner_7.png	3061	7	30660	[後半]上級　住宅地	7	2015-05-15 14:00:00	（２０１５/５/１～５/１５）	0
8	1	104	繁華祭 フォスフォレシア	images/album/dungeon/scenariobanner_7.png	3061	8	30670	[後半]最上級　ブロッサムヒル大聖堂内	7	2015-05-15 14:00:00	（２０１５/５/１～５/１５）	0
9	1	105	緊急任務　紅き友情が守りしモノ	images/album/dungeon/scenariobanner_8.png	3070	9	30700	[前半]初級　迫り来る大群	9	2015-05-29 14:00:00	（２０１５/５/１５～５/２９）	0
10	1	105	緊急任務　紅き友情が守りしモノ	images/album/dungeon/scenariobanner_8.png	3070	10	30710	[前半]中級　前衛部隊	9	2015-05-29 14:00:00	（２０１５/５/１５～５/２９）	0
11	1	105	緊急任務　紅き友情が守りしモノ	images/album/dungeon/scenariobanner_8.png	3070	11	30720	[前半]上級　砲台	9	2015-05-29 14:00:00	（２０１５/５/１５～５/２９）	0
12	1	105	緊急任務　紅き友情が守りしモノ	images/album/dungeon/scenariobanner_8.png	3070	12	30730	[前半]最上級　窮地の先に	9	2015-05-29 14:00:00	（２０１５/５/１５～５/２９）	0
13	1	105	緊急任務　紅き友情が守りしモノ	images/album/dungeon/scenariobanner_8.png	3071	13	30740	[後半]初級　友の待つ場所	9	2015-05-29 14:00:00	（２０１５/５/１５～５/２９）	0
14	1	105	緊急任務　紅き友情が守りしモノ	images/album/dungeon/scenariobanner_8.png	3071	14	30750	[後半]中級　援護	9	2015-05-29 14:00:00	（２０１５/５/１５～５/２９）	0
15	1	105	緊急任務　紅き友情が守りしモノ	images/album/dungeon/scenariobanner_8.png	3071	15	30760	[後半]上級　仲間	9	2015-05-29 14:00:00	（２０１５/５/１５～５/２９）	0
16	1	105	緊急任務　紅き友情が守りしモノ	images/album/dungeon/scenariobanner_8.png	3071	16	30770	[後半]最上級　紅き友情が守りしモノ	9	2015-05-29 14:00:00	（２０１５/５/１５～５/２９）	0
17	3	9000	月曜任務　ウィンターローズ防衛戦	images/album/dungeon/weeklyscenariobanner_2.png	9000	72	90000	1-1　橋の下奇襲戦	1			0
18	3	9000	月曜任務　ウィンターローズ防衛戦	images/album/dungeon/weeklyscenariobanner_2.png	9000	73	90010	1-2　森と橋と挟撃と	1			0
19	3	9010	火曜任務　バナナオーシャン防衛戦	images/album/dungeon/weeklyscenariobanner_3.png	9100	74	90100	1-1　沿岸迎撃戦	1			0
20	3	9010	火曜任務　バナナオーシャン防衛戦	images/album/dungeon/weeklyscenariobanner_3.png	9100	75	90110	1-2　海岸集落奪還	1			0
21	3	9020	木曜任務　ブロッサムヒル防衛戦	images/album/dungeon/weeklyscenariobanner_5.png	9200	76	90200	1-1　迂回か渡るか	1			0
22	3	9020	木曜任務　ブロッサムヒル防衛戦	images/album/dungeon/weeklyscenariobanner_5.png	9200	77	90210	1-2　三つの防衛線	1			0
23	3	9030	金曜任務　ベルガモットバレー防衛戦	images/album/dungeon/weeklyscenariobanner_6.png	9300	78	90300	1-1　断崖の向こうへ	1			0
24	3	9030	金曜任務　ベルガモットバレー防衛戦	images/album/dungeon/weeklyscenariobanner_6.png	9300	79	90310	1-2　アップダウン	1			0
25	3	9040	土曜任務　リリィウッド防衛戦	images/album/dungeon/weeklyscenariobanner_7.png	9400	80	90400	1-1　戦場の花畑	1			0
26	3	9040	土曜任務　リリィウッド防衛戦	images/album/dungeon/weeklyscenariobanner_7.png	9400	81	90410	1-2　足元は見ない	1			0
27	1	106	緊急任務　参上！闇夜に舞う花！	images/album/dungeon/scenariobanner_9.png	3080	17	30800	[前半]初級　カラクリの谷へ	10	2015-06-15 14:00:00	（２０１５/５/２９～６/１５）	0
28	1	106	緊急任務　参上！闇夜に舞う花！	images/album/dungeon/scenariobanner_9.png	3080	18	30810	[前半]中級　忍び寄るもの	10	2015-06-15 14:00:00	（２０１５/５/２９～６/１５）	0
29	1	106	緊急任務　参上！闇夜に舞う花！	images/album/dungeon/scenariobanner_9.png	3080	19	30820	[前半]上級　影の如く	10	2015-06-15 14:00:00	（２０１５/５/２９～６/１５）	0
30	1	106	緊急任務　参上！闇夜に舞う花！	images/album/dungeon/scenariobanner_9.png	3080	20	30830	[前半]最上級　忍者参上！	10	2015-06-15 14:00:00	（２０１５/５/２９～６/１５）	0
31	1	106	緊急任務　参上！闇夜に舞う花！	images/album/dungeon/scenariobanner_9.png	3081	21	30840	[後半]初級　一難去って	10	2015-06-15 14:00:00	（２０１５/５/２９～６/１５）	0
32	1	106	緊急任務　参上！闇夜に舞う花！	images/album/dungeon/scenariobanner_9.png	3081	22	30850	[後半]中級　孤高の誇り	10	2015-06-15 14:00:00	（２０１５/５/２９～６/１５）	0
33	1	106	緊急任務　参上！闇夜に舞う花！	images/album/dungeon/scenariobanner_9.png	3081	23	30860	[後半]上級　風の如く	10	2015-06-15 14:00:00	（２０１５/５/２９～６/１５）	0
34	1	106	緊急任務　参上！闇夜に舞う花！	images/album/dungeon/scenariobanner_9.png	3081	24	30870	[後半]最上級　闇夜に舞う花	10	2015-06-15 14:00:00	（２０１５/５/２９～６/１５）	0
35	1	107	緊急任務　拳に秘める思い	images/album/dungeon/scenariobanner_10.png	3090	25	30900	[前半]初級　作戦の地へ	11	2015-06-29 14:00:00	（２０１５/６/１５～６/２９）	0
