1	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	101	0	3	2	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	501	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	801	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	401	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101	1	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102	101	0	5	3	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
103	501	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
104	801	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
105	401	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1001	1	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1002	1	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1003	1	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1004	1	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1005	1	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1006	1	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1007	1	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1008	1	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1009	5	0	12	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1010	5	0	15	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1011	101	0	10	5	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1012	101	0	12	4	180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1013	101	0	15	3	220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1014	101	0	20	2	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1015	101	0	7	5	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1016	101	0	10	4	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1017	101	0	10	3	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1018	1	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1019	101	0	15	5	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1020	101	0	10	4	220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1021	501	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1022	501	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1023	501	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1024	501	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1031	801	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1032	801	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1033	801	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1041	401	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1051	201	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1052	201	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1061	602	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1062	301	0	22	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1063	301	0	20	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1064	301	0	15	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1065	301	0	25	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1066	301	0	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1071	302	0	15	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1072	302	0	17	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1073	302	0	20	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1074	302	0	27	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1075	302	0	15	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1081	701	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1082	701	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1083	701	0	30	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1084	701	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1085	701	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1086	701	0	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1087	701	0	30	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1088	701	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1089	701	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1090	901	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1091	901	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1092	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1093	902	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1094	903	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1095	904	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1101	1101	0	200	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1102	1101	0	120	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1105	1101	0	150	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1106	1101	0	150	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1107	1101	0	165	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1108	1101	0	120	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1109	1101	0	135	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110	1104	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1111	1301	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1121	1201	0	80	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1122	1201	0	80	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1123	1201	0	60	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1124	7001	0	100	0	300	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1125	7001	0	80	0	300	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1126	7001	0	80	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1127	7001	0	100	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1128	1201	0	100	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1129	1201	0	100	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130	1201	0	100	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1140	5	0	10	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1141	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1142	8	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1201	301	0	20	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1301	1202	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1302	1206	0	80	50	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1303	1206	0	65	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1304	1206	0	55	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1305	1206	0	75	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1306	1206	0	55	30	2	0	0	0	7002	0	100	1	50	0	0	0	0	0	0	0	0	0	0	0	
1307	1206	0	55	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1311	3	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1321	3	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1322	3	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1323	3	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1324	3	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1325	3	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1326	3	0	10	5	0	0	0	0	3	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	
1401	1401	0	1	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1501	2	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1502	2	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1511	1102	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1550	1501	0	10	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1551	1501	0	12	1	36	0	0	0	1	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	
1552	1501	0	5	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1600	1302	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1601	101	0	15	2	220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1700	1801	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1701	1801	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1702	1801	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1703	1801	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1704	1801	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1705	1801	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1750	1802	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1800	1803	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1801	1803	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1900	1701	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1901	1701	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1902	1701	0	10	4	0	0	0	0	1702	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	
1903	1701	0	10	5	0	0	0	0	1702	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	
1904	1701	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1905	1701	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1906	1701	0	5	1	0	0	0	0	1702	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	
