1	1	☆2：レベル1	33	2	1	0	60	100	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
2	1	☆2：レベル2	34	3	2	0	72	200	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
3	1	☆2：レベル3	59	4	3	0	84	270	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
4	1	☆2：レベル4	83	5	4	0	96	340	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
5	1	☆2：レベル5	114	6	5	0	108	410	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
6	1	☆2：レベル6	152	7	6	0	120	480	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
7	1	☆2：レベル7	189	8	7	0	132	550	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
8	1	☆2：レベル8	231	9	8	0	144	620	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
9	1	☆2：レベル9	276	10	9	0	156	690	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
10	1	☆2：レベル10	323	11	10	0	168	760	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
11	1	☆2：レベル11	373	12	11	0	180	830	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
12	1	☆2：レベル12	426	13	12	0	192	900	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
13	1	☆2：レベル13	479	14	13	0	204	970	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
14	1	☆2：レベル14	537	15	14	0	216	1040	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
15	1	☆2：レベル15	597	16	15	0	228	1110	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
16	1	☆2：レベル16	655	17	16	0	240	1180	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
17	1	☆2：レベル17	721	18	17	0	252	1250	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
18	1	☆2：レベル18	785	19	18	0	264	1320	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
19	1	☆2：レベル19	852	20	19	0	276	1390	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
20	1	☆2：レベル20	921	21	20	0	288	1460	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
21	1	☆2：レベル21	990	22	21	0	300	1530	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
22	1	☆2：レベル22	1065	23	22	0	312	1600	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
23	1	☆2：レベル23	1138	24	23	0	324	1670	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
24	1	☆2：レベル24	1212	25	24	0	336	1740	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
25	1	☆2：レベル25	1291	26	25	0	348	1810	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
26	1	☆2：レベル26	1371	27	26	0	360	1880	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
27	1	☆2：レベル27	1449	28	27	0	372	1950	2014-08-14 00:00:00	2014-11-26 00:00:00	0	
