1		1	15	0	10	50	0	1	0	0			0	
2		2	30	0	10	53	0	1	0	0			0	
3		3	160	0	11	56	0	2	0	0			0	
4		4	200	0	11	59	0	2	0	0			0	
5		5	230	0	11	62	0	3	0	0			0	
6		6	260	0	12	65	0	3	0	0			0	
7		7	290	0	12	68	0	3	0	0			0	
8		8	320	0	12	71	0	3	0	0			0	
9		9	350	0	13	74	0	3	0	0			0	
10		10	400	0	13	77	0	4	0	0			0	
11		11	450	0	13	80	0	4	0	0			0	
12		12	500	0	14	83	0	4	0	0			0	
13		13	600	0	14	86	0	4	0	0			0	
14		14	700	0	14	89	0	4	0	0			0	
15		15	900	0	15	92	0	4	0	0			0	
16		16	1100	0	15	95	0	4	0	0			0	
17		17	1200	0	15	98	0	4	0	0			0	
18		18	1300	0	16	101	0	4	0	0			0	
19		19	1400	0	16	104	0	4	0	0			0	
20		20	1500	0	16	107	0	4	0	0			0	
21		21	1600	0	17	110	0	4	0	0			0	
22		22	1700	0	17	113	0	4	0	0			0	
23		23	1800	0	17	116	0	4	0	0			0	
24		24	1900	0	18	119	0	4	0	0			0	
25		25	2000	0	18	122	0	4	0	0			0	
26		26	2100	0	18	125	0	4	0	0			0	
27		27	2200	0	19	128	0	4	0	0			0	
28		28	2300	0	19	131	0	4	0	0			0	
29		29	2400	0	19	134	0	4	0	0			0	
30		30	2500	0	20	137	0	4	0	0			0	
31		31	2600	0	20	140	0	4	0	0			0	
32		32	2700	0	20	143	0	4	0	0			0	
33		33	2800	0	21	146	0	4	0	0			0	
34		34	2900	0	21	149	0	4	0	0			0	
35		35	3000	0	21	152	0	4	0	0			0	
36		36	3100	0	22	155	0	4	0	0			0	
37		37	3200	0	22	158	0	4	0	0			0	
38		38	3300	0	22	161	0	4	0	0			0	
39		39	3400	0	23	164	0	4	0	0			0	
40		40	3500	0	23	167	0	4	0	0			0	
41		41	3600	0	23	170	0	4	0	0			0	
42		42	3700	0	24	173	0	4	0	0			0	
43		43	3800	0	24	176	0	4	0	0			0	
44		44	3900	0	24	179	0	4	0	0			0	
45		45	4000	0	25	182	0	4	0	0			0	
46		46	4100	0	25	185	0	4	0	0			0	
47		47	4200	0	25	188	0	4	0	0			0	
48		48	4300	0	26	191	0	4	0	0			0	
49		49	4400	0	26	194	0	4	0	0			0	
50		50	4500	0	26	197	0	4	0	0			0	
51		51	4600	0	27	200	0	4	0	0			0	
52		52	4700	0	27	203	0	4	0	0			0	
53		53	4800	0	27	206	0	4	0	0			0	
54		54	4900	0	28	209	0	4	0	0			0	
55		55	5000	0	28	212	0	4	0	0			0	
56		56	5100	0	28	215	0	4	0	0			0	
57		57	5200	0	29	218	0	4	0	0			0	
58		58	5300	0	29	221	0	4	0	0			0	
59		59	5400	0	29	224	0	4	0	0			0	
60		60	5500	0	30	227	0	4	0	0			0	
61		61	5600	0	30	230	0	4	0	0			0	
62		62	5700	0	30	233	0	4	0	0			0	
63		63	5800	0	30	236	0	4	0	0			0	
64		64	5900	0	31	239	0	4	0	0			0	
65		65	6000	0	31	242	0	4	0	0			0	
66		66	6100	0	31	245	0	4	0	0			0	
67		67	6200	0	32	248	0	4	0	0			0	
68		68	6300	0	32	251	0	4	0	0			0	
69		69	6400	0	32	254	0	4	0	0			0	
70		70	6500	0	33	257	0	4	0	0			0	
71		71	6600	0	33	260	0	4	0	0			0	
72		72	6700	0	33	263	0	4	0	0			0	
73		73	6800	0	34	266	0	4	0	0			0	
74		74	6900	0	34	269	0	4	0	0			0	
75		75	7000	0	34	272	0	4	0	0			0	
76		76	7100	0	35	275	0	4	0	0			0	
77		77	7200	0	35	278	0	4	0	0			0	
78		78	7300	0	35	281	0	4	0	0			0	
79		79	7400	0	36	284	0	4	0	0			0	
80		80	7500	0	36	287	0	4	0	0			0	
81		81	7600	0	36	290	0	4	0	0			0	
82		82	7700	0	37	293	0	4	0	0			0	
83		83	7800	0	37	296	0	4	0	0			0	
84		84	7900	0	37	299	0	4	0	0			0	
85		85	8000	0	38	302	0	4	0	0			0	
86		86	8100	0	38	305	0	4	0	0			0	
87		87	8200	0	38	308	0	4	0	0			0	
88		88	8300	0	39	311	0	4	0	0			0	
89		89	8400	0	39	314	0	4	0	0			0	
90		90	8500	0	39	317	0	4	0	0			0	
91		91	8600	0	40	320	0	4	0	0			0	
92		92	8700	0	40	323	0	4	0	0			0	
93		93	8800	0	40	326	0	4	0	0			0	
94		94	8900	0	41	329	0	4	0	0			0	
95		95	9000	0	41	332	0	4	0	0			0	
96		96	9100	0	41	335	0	4	0	0			0	
97		97	9200	0	42	338	0	4	0	0			0	
98		98	9300	0	42	341	0	4	0	0			0	
99		99	9400	0	42	344	0	4	0	0			0	
100		100	9500	0	43	345	0	4	0	0			0	
101		101	9800	0	43	346	0	4	0	0			0	
102		102	10100	0	43	347	0	4	0	0			0	
103		103	10400	0	44	348	0	4	0	0			0	
104		104	10700	0	44	349	0	4	0	0			0	
105		105	11000	0	44	350	0	4	0	0			0	
106		106	11300	0	45	351	0	4	0	0			0	
107		107	11600	0	45	352	0	4	0	0			0	
108		108	11900	0	45	353	0	4	0	0			0	
109		109	12200	0	46	354	0	4	0	0			0	
110		110	12500	0	46	355	0	4	0	0			0	
111		111	13000	0	46	356	0	4	0	0			0	
112		112	13500	0	47	357	0	4	0	0			0	
113		113	14000	0	47	358	0	4	0	0			0	
114		114	14500	0	47	359	0	4	0	0			0	
115		115	15000	0	48	360	0	4	0	0			0	
116		116	15500	0	48	361	0	4	0	0			0	
117		117	16000	0	48	362	0	4	0	0			0	
118		118	16500	0	49	363	0	4	0	0			0	
119		119	17000	0	49	364	0	4	0	0			0	
120		120	17500	0	49	365	0	4	0	0			0	
121		121	18300	0	50	366	0	4	0	0			0	
122		122	19100	0	50	367	0	4	0	0			0	
123		123	19900	0	50	368	0	4	0	0			0	
124		124	20700	0	50	369	0	4	0	0			0	
125		125	21500	0	50	370	0	4	0	0			0	
