1	1	1	"2016-07-08 13:00:00"	"2016-07-16 12:00:00"	スワンボートレース1日目			0	0	0	0		
2	1	2	"2016-07-16 13:00:00"	"2016-07-17 12:00:00"	スワンボートレース2日目			0	0	0	0		
3	1	3	"2016-07-17 13:00:00"	"2016-07-18 12:00:00"	スワンボートレース3日目			0	0	0	0		
4	1	4	"2016-07-18 13:00:00"	"2016-07-19 12:00:00"	スワンボートレース4日目			0	0	0	0		
5	1	5	"2016-07-19 13:00:00"	"2016-07-20 12:00:00"	スワンボートレース5日目			0	0	0	0		
6	1	6	"2016-07-20 13:00:00"	"2016-07-21 12:00:00"	スワンボートレース6日目			0	0	0	0		
7	1	7	"2016-07-21 13:00:00"	"2016-07-22 12:00:00"	スワンボートレース7日目			0	0	0	0		
8	1	8	"2016-07-22 13:00:00"	"2016-07-23 12:00:00"	スワンボートレース8日目			0	0	0	0		
9	1	9	"2016-07-23 13:00:00"	"2016-07-24 12:00:00"	スワンボートレース9日目			0	0	0	0		
10	1	10	"2016-07-24 13:00:00"	"2016-07-25 12:00:00"	スワンボートレース10日目			0	0	0	0		
11	2	1	"2016-08-19 12:10:00"	"2016-08-23 12:00:00"	スワンボートレース1日目			0	0	0	0		
12	2	2	"2016-08-23 12:10:00"	"2016-08-24 12:00:00"	スワンボートレース2日目			0	0	0	0		
13	2	3	"2016-08-24 12:10:00"	"2016-08-25 12:00:00"	スワンボートレース3日目			0	0	0	0		
14	2	4	"2016-08-25 12:10:00"	"2016-08-26 12:00:00"	スワンボートレース4日目			0	0	0	0		
15	2	5	"2016-08-26 12:10:00"	"2016-08-27 12:00:00"	スワンボートレース5日目			0	0	0	0		
16	2	6	"2016-08-27 12:10:00"	"2016-08-28 12:00:00"	スワンボートレース6日目			0	0	0	0		
17	2	7	"2016-08-28 12:10:00"	"2016-08-29 12:00:00"	スワンボートレース7日目			0	0	0	0		
18	2	8	"2016-08-29 12:10:00"	"2016-08-30 12:00:00"	スワンボートレース8日目			0	0	0	0		
19	2	9	"2016-08-30 12:10:00"	"2016-08-31 12:00:00"	スワンボートレース9日目			0	0	0	0		
20	2	10	"2016-08-31 12:10:00"	"2016-09-01 12:00:00"	スワンボートレース10日目			0	0	0	0		
21	2	11	"2016-09-01 12:10:00"	"2016-09-02 12:00:00"	スワンボートレース11日目			0	0	0	0		
22	2	12	"2016-09-02 12:10:00"	"2016-09-03 12:00:00"	スワンボートレース12日目			0	0	0	0		
23	2	13	"2016-09-03 12:10:00"	"2016-09-04 12:00:00"	スワンボートレース13日目			0	0	0	0		
24	2	14	"2016-09-04 12:10:00"	"2016-09-05 12:00:00"	スワンボートレース14日目			0	0	0	0		
25	3	1	"2016-09-30 00:00:00"	"2016-10-04 12:00:00"	スワンボートレース1日目			0	0	0	0		
26	3	2	"2016-10-04 12:10:00"	"2016-10-05 12:00:00"	スワンボートレース2日目			0	0	0	0		
27	3	3	"2016-10-05 12:10:00"	"2016-10-06 12:00:00"	スワンボートレース3日目			0	0	0	0		
28	3	4	"2016-10-06 12:10:00"	"2016-10-07 12:00:00"	スワンボートレース4日目			0	0	0	0		
29	3	5	"2016-10-07 12:10:00"	"2016-10-08 12:00:00"	スワンボートレース5日目			0	0	0	0		
30	3	6	"2016-10-08 12:10:00"	"2016-10-09 12:00:00"	スワンボートレース6日目			0	0	0	0		
31	3	7	"2016-10-09 12:10:00"	"2016-10-10 12:00:00"	スワンボートレース7日目			0	0	0	0		
32	3	8	"2016-10-10 12:10:00"	"2016-10-11 12:00:00"	スワンボートレース8日目			0	0	0	0		
33	3	9	"2016-10-11 12:10:00"	"2016-10-12 12:00:00"	スワンボートレース9日目			0	0	0	0		
34	3	10	"2016-10-12 12:10:00"	"2016-10-13 12:00:00"	スワンボートレース10日目			0	0	0	0		
35	3	11	"2016-10-13 12:10:00"	"2016-10-14 12:00:00"	スワンボートレース11日目			0	0	0	0		
36	3	12	"2016-10-14 12:10:00"	"2016-10-15 12:00:00"	スワンボートレース12日目			0	0	0	0		
37	3	13	"2016-10-15 12:10:00"	"2016-10-16 12:00:00"	スワンボートレース13日目			0	0	0	0		
38	3	14	"2016-10-16 12:10:00"	"2016-10-17 12:00:00"	スワンボートレース14日目			0	0	0	0		
39	4	1	"2016-12-07 00:00:00"	"2016-12-13 12:00:00"	スワンボートレース　予選1日目	qualifying01.png	予選1日目	0	0	0	0		
40	4	2	"2016-12-13 12:10:00"	"2016-12-14 12:00:00"	スワンボートレース　予選2日目	qualifying01.png	予選2日目	0	0	0	0		
41	4	3	"2016-12-14 12:10:00"	"2016-12-15 12:00:00"	スワンボートレース　予選3日目	qualifying01.png	予選3日目	0	0	0	0		
42	4	4	"2016-12-15 12:10:00"	"2016-12-16 12:00:00"	スワンボートレース　予選4日目	qualifying01.png	予選4日目	0	0	0	0		
43	4	5	"2016-12-16 12:10:00"	"2016-12-17 12:00:00"	スワンボートレース　予選5日目	qualifying01.png	予選5日目	0	0	0	0		
44	4	6	"2016-12-17 12:10:00"	"2016-12-18 12:00:00"	スワンボートレース　特別レース	special01.png		0	0	0	0		
45	4	7	"2016-12-18 12:10:00"	"2016-12-19 12:00:00"	スワンボートレース　前半戦決勝	final01a.png		50	0	0	1		
46	4	8	"2016-12-19 12:10:00"	"2016-12-20 12:00:00"	スワンボートレース　予選6日目	qualifying01.png	予選6日目	0	0	0	0		
47	4	9	"2016-12-20 12:10:00"	"2016-12-21 12:00:00"	スワンボートレース　予選7日目	qualifying01.png	予選7日目	0	0	0	0		
48	4	10	"2016-12-21 12:10:00"	"2016-12-22 12:00:00"	スワンボートレース　予選8日目	qualifying01.png	予選8日目	0	0	0	0		
49	4	11	"2016-12-22 12:10:00"	"2016-12-23 12:00:00"	スワンボートレース　予選9日目	qualifying01.png	予選9日目	0	0	0	0		
50	4	12	"2016-12-23 12:10:00"	"2016-12-24 12:00:00"	スワンボートレース　予選10日目	qualifying01.png	予選10日目	0	0	0	0		
51	4	13	"2016-12-24 12:10:00"	"2016-12-25 12:00:00"	スワンボートレース　特別レース	special01.png		0	0	0	0		
52	4	14	"2016-12-25 12:10:00"	"2016-12-26 12:00:00"	スワンボートレース　後半戦決勝	final01b.png		50	0	0	2		
53	5	1	"2017-02-02 00:00:00"	"2017-02-07 12:00:00"	スワンボートレース　予選1日目	qualifying02.png	予選1日目	0	0	0	0		
54	5	2	"2017-02-07 12:10:00"	"2017-02-08 12:00:00"	スワンボートレース　予選2日目	qualifying02.png	予選2日目	0	0	0	0		
55	5	3	"2017-02-08 12:10:00"	"2017-02-09 12:00:00"	スワンボートレース　予選3日目	qualifying02.png	予選3日目	0	0	0	0		
56	5	4	"2017-02-09 12:10:00"	"2017-02-10 12:00:00"	スワンボートレース　予選4日目	qualifying02.png	予選4日目	0	0	0	0		
57	5	5	"2017-02-10 12:10:00"	"2017-02-11 12:00:00"	スワンボートレース　予選5日目	qualifying02.png	予選5日目	0	0	0	0		
58	5	6	"2017-02-11 12:10:00"	"2017-02-12 12:00:00"	スワンボートレース　特別レース	special02.png		0	0	0	0		
59	5	7	"2017-02-12 12:10:00"	"2017-02-13 12:00:00"	スワンボートレース　前半戦決勝	final02a.png		50	0	0	3		
60	5	8	"2017-02-13 12:10:00"	"2017-02-14 12:00:00"	スワンボートレース　予選6日目	qualifying02.png	予選6日目	0	0	0	0		
61	5	9	"2017-02-14 12:10:00"	"2017-02-15 12:00:00"	スワンボートレース　予選7日目	qualifying02.png	予選7日目	0	0	0	0		
62	5	10	"2017-02-15 12:10:00"	"2017-02-16 12:00:00"	スワンボートレース　予選8日目	qualifying02.png	予選8日目	0	0	0	0		
63	5	11	"2017-02-16 12:10:00"	"2017-02-17 12:00:00"	スワンボートレース　予選9日目	qualifying02.png	予選9日目	0	0	0	0		
64	5	12	"2017-02-17 12:10:00"	"2017-02-18 12:00:00"	スワンボートレース　予選10日目	qualifying02.png	予選10日目	0	0	0	0		
65	5	13	"2017-02-18 12:10:00"	"2017-02-19 12:00:00"	スワンボートレース　特別レース	special02.png		0	0	0	0		
66	5	14	"2017-02-19 12:10:00"	"2017-02-20 12:00:00"	スワンボートレース　後半戦決勝	final02b.png		50	0	0	4		
67	6	1	"2017-04-11 00:00:00"	"2017-04-18 12:00:00"	スワンボートレース　予選1日目	qualifying58.png	予選1日目	0	0	0	5		
68	6	2	"2017-04-18 12:10:00"	"2017-04-19 12:00:00"	スワンボートレース　予選2日目	qualifying58.png	予選2日目	0	0	0	6		
69	6	3	"2017-04-19 12:10:00"	"2017-04-20 12:00:00"	スワンボートレース　予選3日目	qualifying58.png	予選3日目	0	0	0	7		
70	6	4	"2017-04-20 12:10:00"	"2017-04-21 12:00:00"	スワンボートレース　予選4日目	qualifying58.png	予選4日目	0	0	0	8		
71	6	5	"2017-04-21 12:10:00"	"2017-04-22 12:00:00"	スワンボートレース　予選5日目	qualifying58.png	予選5日目	0	0	0	9		
72	6	6	"2017-04-22 12:10:00"	"2017-04-23 12:00:00"	スワンボートレース　特別レース	special58.png		0	0	0	10		
73	6	7	"2017-04-23 12:10:00"	"2017-04-24 12:00:00"	スワンボートレース　前半戦決勝	final58a.png		0	1	114701	11		
74	6	8	"2017-04-24 12:10:00"	"2017-04-25 12:00:00"	スワンボートレース　予選6日目	qualifying58.png	予選6日目	0	0	0	12		
75	6	9	"2017-04-25 12:10:00"	"2017-04-26 12:00:00"	スワンボートレース　予選7日目	qualifying58.png	予選7日目	0	0	0	13		
76	6	10	"2017-04-26 12:10:00"	"2017-04-27 12:00:00"	スワンボートレース　予選8日目	qualifying58.png	予選8日目	0	0	0	14		
77	6	11	"2017-04-27 12:10:00"	"2017-04-28 12:00:00"	スワンボートレース　予選9日目	qualifying58.png	予選9日目	0	0	0	15		
78	6	12	"2017-04-28 12:10:00"	"2017-04-29 12:00:00"	スワンボートレース　予選10日目	qualifying58.png	予選10日目	0	0	0	16		
79	6	13	"2017-04-29 12:10:00"	"2017-04-30 12:00:00"	スワンボートレース　特別レース	special58.png		0	0	0	17		
80	6	14	"2017-04-30 12:10:00"	"2017-05-01 12:00:00"	スワンボートレース　後半戦決勝	final58b.png		0	1	120813	18		
81	7	1	"2017-06-22 00:00:00"	"2017-06-27 12:00:00"	スワンボートレース　予選1日目	qualifying63.png	予選1日目	0	0	0	5		
82	7	2	"2017-06-27 12:10:00"	"2017-06-28 12:00:00"	スワンボートレース　予選2日目	qualifying63.png	予選2日目	0	0	0	20		
83	7	3	"2017-06-28 12:10:00"	"2017-06-29 12:00:00"	スワンボートレース　予選3日目	qualifying63.png	予選3日目	0	0	0	21		
84	7	4	"2017-06-29 12:10:00"	"2017-06-30 12:00:00"	スワンボートレース　予選4日目	qualifying63.png	予選4日目	0	0	0	22		
85	7	5	"2017-06-30 12:10:00"	"2017-07-01 12:00:00"	スワンボートレース　予選5日目	qualifying63.png	予選5日目	0	0	0	23		
86	7	6	"2017-07-01 12:10:00"	"2017-07-02 12:00:00"	スワンボートレース　特別レース	special63.png		0	0	0	24		
87	7	7	"2017-07-02 12:10:00"	"2017-07-03 12:00:00"	スワンボートレース　前半戦決勝	final63a.png		0	1	154403	25		
88	7	8	"2017-07-03 12:10:00"	"2017-07-04 12:00:00"	スワンボートレース　予選6日目	qualifying63.png	予選6日目	0	0	0	26		
89	7	9	"2017-07-04 12:10:00"	"2017-07-05 12:00:00"	スワンボートレース　予選7日目	qualifying63.png	予選7日目	0	0	0	27		
90	7	10	"2017-07-05 12:10:00"	"2017-07-06 12:00:00"	スワンボートレース　予選8日目	qualifying63.png	予選8日目	0	0	0	28		
91	7	11	"2017-07-06 12:10:00"	"2017-07-07 12:00:00"	スワンボートレース　予選9日目	qualifying63.png	予選9日目	0	0	0	29		
92	7	12	"2017-07-07 12:10:00"	"2017-07-08 12:00:00"	スワンボートレース　予選10日目	qualifying63.png	予選10日目	0	0	0	30		
93	7	13	"2017-07-08 12:10:00"	"2017-07-09 12:00:00"	スワンボートレース　特別レース	special63.png		0	0	0	31		
94	7	14	"2017-07-09 12:10:00"	"2017-07-10 12:00:00"	スワンボートレース　後半戦決勝	final63b.png		0	1	151909	32		
95	8	1	"2017-08-29 00:00:00"	"2017-09-05 12:00:00"	スワンボートレース　予選1日目	qualifying68.png	予選1日目	0	0	0	34		
96	8	2	"2017-09-05 12:10:00"	"2017-09-06 12:00:00"	スワンボートレース　予選2日目	qualifying68.png	予選2日目	0	0	0	35		
97	8	3	"2017-09-06 12:10:00"	"2017-09-07 12:00:00"	スワンボートレース　予選3日目	qualifying68.png	予選3日目	0	0	0	36		
98	8	4	"2017-09-07 12:10:00"	"2017-09-08 12:00:00"	スワンボートレース　予選4日目	qualifying68.png	予選4日目	0	0	0	37		
99	8	5	"2017-09-08 12:10:00"	"2017-09-09 12:00:00"	スワンボートレース　予選5日目	qualifying68.png	予選5日目	0	0	0	38		
