1	1	1	6	300001	2016-09-29 00:00:00	2016-09-29 00:00:00	0	2016-09-29 00:00:00
2	1	2	3	300012	2016-09-29 00:00:00	2016-09-29 00:00:00	0	2016-09-29 00:00:00
3	1	3	10	310001	2016-09-29 00:00:00	2016-09-29 00:00:00	0	2016-09-29 00:00:00
4	1	4	5	310012	2016-09-29 00:00:00	2016-09-29 00:00:00	0	2016-09-29 00:00:00
5	1	5	10	320001	2016-09-29 00:00:00	2016-09-29 00:00:00	0	2016-09-29 00:00:00
6	1	6	5	320012	2016-09-29 00:00:00	2016-09-29 00:00:00	0	2016-09-29 00:00:00
7	1	7	6	330001	2016-09-29 00:00:00	2016-09-29 00:00:00	0	2016-09-29 00:00:00
8	1	8	3	330012	2016-09-29 00:00:00	2016-09-29 00:00:00	0	2016-09-29 00:00:00
9	1	9	2	300024	2017-02-24 00:00:00	2017-02-24 00:00:00	0	2017-02-24 00:00:00
10	1	10	4	310024	2017-02-24 00:00:00	2017-02-24 00:00:00	0	2017-02-24 00:00:00
11	1	11	4	320023	2017-02-24 00:00:00	2017-02-24 00:00:00	0	2017-02-24 00:00:00
12	1	12	2	330023	2017-02-24 00:00:00	2017-02-24 00:00:00	0	2017-02-24 00:00:00
13	2	13	1	109937	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
14	2	14	1	109938	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
15	2	15	1	109939	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
16	2	16	1	109940	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
17	3	17	1	109941	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
18	3	18	1	109942	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
19	3	19	1	109943	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
20	3	20	1	109944	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
21	4	21	1	109945	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
22	4	22	1	109946	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
23	4	23	1	109947	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
24	4	24	1	109948	2017-04-19 00:00:00	2017-04-19 00:00:00	0	2017-04-19 00:00:00
25	5	25	3	109937	2017-05-09 00:00:00	2017-05-09 00:00:00	0	2017-05-09 00:00:00
26	6	26	3	109938	2017-05-09 00:00:00	2017-05-09 00:00:00	0	2017-05-09 00:00:00
27	7	27	3	109939	2017-05-09 00:00:00	2017-05-09 00:00:00	0	2017-05-09 00:00:00
28	8	28	3	109940	2017-05-09 00:00:00	2017-05-09 00:00:00	0	2017-05-09 00:00:00
29	9	29	3	109941	2017-05-09 00:00:00	2017-05-09 00:00:00	0	2017-05-09 00:00:00
30	10	30	3	109942	2017-05-09 00:00:00	2017-05-09 00:00:00	0	2017-05-09 00:00:00
31	11	31	3	109943	2017-05-09 00:00:00	2017-05-09 00:00:00	0	2017-05-09 00:00:00
32	12	32	3	109944	2017-05-09 00:00:00	2017-05-09 00:00:00	0	2017-05-09 00:00:00
33	3	33	3	109961	2017-05-23 00:00:00	2017-05-23 00:00:00	0	2017-05-23 00:00:00
34	4	34	3	109962	2017-05-23 00:00:00	2017-05-23 00:00:00	0	2017-05-23 00:00:00
35	13	35	1	109937	2019-08-20 00:00:00	2019-08-20 00:00:00	0	2019-08-20 00:00:00
36	13	36	1	109938	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
37	13	37	1	109939	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
38	13	38	1	109940	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
39	14	39	1	109941	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
40	14	40	1	109942	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
41	14	41	1	109943	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
42	14	42	1	109944	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
43	14	43	3	1100001	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
44	15	44	1	109945	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
45	15	45	1	109946	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
46	15	46	1	109947	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
47	15	47	1	109948	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
48	15	48	3	1100002	2019-08-24 00:00:00	2019-08-24 00:00:00	0	2019-08-24 00:00:00
