1	1	華霊石	2	100	0	0	0	0	0			0
2	2	華霊石	2	100	0	0	0	0	0			0
3	1001	華霊石	2	100	0	0	0	0	0			0
4	1001	パール	500101	2	0	0	0	0	0			0
5	1002	華霊石	2	100	0	0	0	0	0			0
6	1002	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
7	1003	華霊石	2	100	0	0	0	0	0			0
8	1003	クリームケーキ	500301	2	0	0	0	0	0			0
9	1004	華霊石	2	100	0	0	0	0	0			0
10	1004	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
11	1005	華霊石	2	100	0	0	0	0	0			0
12	1006	華霊石	2	100	0	0	0	0	0			0
13	1006	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
14	1007	華霊石	2	100	0	0	0	0	0			0
15	1007	クリームケーキ	500301	2	0	0	0	0	0			0
16	1008	華霊石	2	100	0	0	0	0	0			0
17	1008	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
18	1009	華霊石	2	100	0	0	0	0	0			0
19	1009	パール	500101	2	0	0	0	0	0			0
20	1010	華霊石	2	100	0	0	0	0	0			0
21	1011	華霊石	2	100	0	0	0	0	0			0
22	1011	クリームケーキ	500301	2	0	0	0	0	0			0
23	1012	華霊石	2	100	0	0	0	0	0			0
24	1012	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
25	1013	華霊石	2	100	0	0	0	0	0			0
26	1013	パール	500101	2	0	0	0	0	0			0
27	1014	華霊石	2	100	0	0	0	0	0			0
28	1014	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
29	1015	華霊石	2	100	0	0	0	0	0			0
30	1016	華霊石	2	100	0	0	0	0	0			0
31	1016	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
32	1017	華霊石	2	100	0	0	0	0	0			0
33	1017	パール	500101	2	0	0	0	0	0			0
34	1018	華霊石	2	100	0	0	0	0	0			0
35	1018	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
36	1019	華霊石	2	100	0	0	0	0	0			0
37	1019	クリームケーキ	500301	2	0	0	0	0	0			0
38	1020	華霊石	2	100	0	0	0	0	0			0
39	1021	華霊石	2	100	0	0	0	0	0			0
40	1021	パール	500101	2	0	0	0	0	0			0
41	1022	華霊石	2	100	0	0	0	0	0			0
42	1022	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
43	1023	華霊石	2	100	0	0	0	0	0			0
44	1023	クリームケーキ	500301	2	0	0	0	0	0			0
45	1024	華霊石	2	100	0	0	0	0	0			0
46	1024	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
47	1025	華霊石	2	100	0	0	0	0	0			0
48	1026	華霊石	2	100	0	0	0	0	0			0
49	1026	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
50	1027	華霊石	2	100	0	0	0	0	0			0
51	1027	クリームケーキ	500301	2	0	0	0	0	0			0
52	1028	華霊石	2	100	0	0	0	0	0			0
53	1028	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
54	1029	華霊石	2	100	0	0	0	0	0			0
55	1029	パール	500101	2	0	0	0	0	0			0
56	1030	華霊石	2	100	0	0	0	0	0			0
57	1031	華霊石	2	100	0	0	0	0	0			0
58	1031	クリームケーキ	500301	2	0	0	0	0	0			0
59	1032	華霊石	2	100	0	0	0	0	0			0
60	1032	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
61	1033	華霊石	2	100	0	0	0	0	0			0
62	1033	パール	500101	2	0	0	0	0	0			0
63	1034	華霊石	2	100	0	0	0	0	0			0
64	1034	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
65	1035	華霊石	2	100	0	0	0	0	0			0
66	1036	華霊石	2	100	0	0	0	0	0			0
67	1036	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
68	1037	華霊石	2	100	0	0	0	0	0			0
69	1037	パール	500101	2	0	0	0	0	0			0
70	1038	華霊石	2	100	0	0	0	0	0			0
71	1038	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
72	1039	華霊石	2	100	0	0	0	0	0			0
73	1039	クリームケーキ	500301	2	0	0	0	0	0			0
74	1040	華霊石	2	100	0	0	0	0	0			0
75	1041	華霊石	2	100	0	0	0	0	0			0
76	1041	パール	500101	2	0	0	0	0	0			0
77	1042	華霊石	2	100	0	0	0	0	0			0
78	1042	小さなクマのぬいぐるみ	500201	2	0	0	0	0	0			0
79	1043	華霊石	2	100	0	0	0	0	0			0
80	1043	クリームケーキ	500301	4	0	0	0	0	0			0
81	1044	華霊石	2	100	0	0	0	0	0			0
82	1044	ぼろぼろの文学書	500401	2	0	0	0	0	0			0
83	1045	華霊石	2	100	0	0	0	0	0			0
84	1046	華霊石	2	100	0	0	0	0	0			0
85	1046	大きなクマのぬいぐるみ	500202	2	0	0	0	0	0			0
86	1047	華霊石	2	100	0	0	0	0	0			0
87	1047	ホールケーキ	500302	2	0	0	0	0	0			0
88	1048	華霊石	2	100	0	0	0	0	0			0
89	1048	普通の文学書	500402	2	0	0	0	0	0			0
90	1049	華霊石	2	100	0	0	0	0	0			0
91	1049	ルビー	500102	2	0	0	0	0	0			0
92	1050	華霊石	2	100	0	0	0	0	0			0
93	1051	華霊石	2	100	0	0	0	0	0			0
94	1051	ホールケーキ	500302	2	0	0	0	0	0			0
95	1052	華霊石	2	100	0	0	0	0	0			0
96	1052	普通の文学書	500402	2	0	0	0	0	0			0
97	1053	華霊石	2	100	0	0	0	0	0			0
98	1053	ルビー	500102	2	0	0	0	0	0			0
99	1054	華霊石	2	100	0	0	0	0	0			0
100	1054	大きなクマのぬいぐるみ	500202	2	0	0	0	0	0			0
101	1055	華霊石	2	100	0	0	0	0	0			0
102	1056	華霊石	2	100	0	0	0	0	0			0
103	1056	普通の文学書	500402	2	0	0	0	0	0			0
104	1057	華霊石	2	100	0	0	0	0	0			0
105	1057	ルビー	500102	2	0	0	0	0	0			0
106	1058	華霊石	2	100	0	0	0	0	0			0
107	1058	大きなクマのぬいぐるみ	500202	2	0	0	0	0	0			0
108	1059	華霊石	2	100	0	0	0	0	0			0
109	1059	ホールケーキ	500302	2	0	0	0	0	0			0
110	1060	華霊石	2	100	0	0	0	0	0			0
111	1061	華霊石	2	100	0	0	0	0	0			0
112	1062	華霊石	2	100	0	0	0	0	0			0
113	1063	華霊石	2	100	0	0	0	0	0			0
114	1064	華霊石	2	100	0	0	0	0	0			0
115	1065	華霊石	2	100	0	0	0	0	0			0
116	1066	華霊石	2	100	0	0	0	0	0			0
117	1067	華霊石	2	100	0	0	0	0	0			0
118	1068	華霊石	2	100	0	0	0	0	0			0
119	1069	華霊石	2	100	0	0	0	0	0			0
120	1070	華霊石	2	100	0	0	0	0	0			0
121	1071	華霊石	2	100	0	0	0	0	0			0
122	1072	華霊石	2	100	0	0	0	0	0			0
123	1073	華霊石	2	100	0	0	0	0	0			0
124	1074	華霊石	2	100	0	0	0	0	0			0
125	1075	華霊石	2	100	0	0	0	0	0			0
126	1076	華霊石	2	100	0	0	0	0	0			0
127	1077	華霊石	2	100	0	0	0	0	0			0
128	1078	華霊石	2	100	0	0	0	0	0			0
129	1079	華霊石	2	100	0	0	0	0	0			0
130	1080	華霊石	2	100	0	0	0	0	0			0
131	5000	華霊石	2	200	0	0	0	0	0			0
132	5001	華霊石	2	200	0	0	0	0	0			0
133	5002	華霊石	2	200	0	0	0	0	0			0
134	5100	華霊石	2	200	0	0	0	0	0			0
135	5101	華霊石	2	200	0	0	0	0	0			0
136	5102	華霊石	2	200	0	0	0	0	0			0
175	1005	ロイヤルプリンセス	111903	1	1	0	1	1	0			0
176	1010	アジサイ	120203	1	1	0	1	1	0			0
177	1015	イエローパンジー	111503	1	1	0	1	1	0			0
178	1020	ノヴァーリス	111905	1	1	0	1	1	0			0
179	1025	グラジオラス	120401	1	1	0	1	1	0			0
180	1030	キンモクセイ	142401	1	1	0	1	1	0			0
181	1035	カーネーション	151801	1	1	0	1	1	0			0
182	1040	キキョウ	120701	1	1	0	1	1	0			0
183	1045	ホワイトパンジー	111501	1	1	0	1	1	0			0
184	1050	ブルーロータス	141301	1	1	0	1	1	0			0
185	1055	レンゲソウ	132401	1	1	0	1	1	0			0
186	1060	ジャスミン	142501	1	1	0	1	1	0			0
187	30000	華霊石	2	200	0	0	0	0	0			0
188	30000	特別功労賞「銅」	500500	1	1	0	1	1	0			0
189	30001	華霊石	2	200	0	0	0	0	0			0
190	30001	特別功労賞「銅」	500500	1	1	0	1	1	0			0
191	30002	華霊石	2	200	0	0	0	0	0			0
192	30002	特別功労賞「銅」	500500	1	1	0	1	1	0			0
193	30003	華霊石	2	200	0	0	0	0	0			0
194	30003	特別功労賞「銀」	500501	1	1	0	1	1	0			0
195	30004	華霊石	2	200	0	0	0	0	0			0
196	30004	特別功労賞「銅」	500500	1	1	0	1	1	0			0
197	30005	華霊石	2	200	0	0	0	0	0			0
198	30005	特別功労賞「銅」	500500	1	1	0	1	1	0			0
199	30006	華霊石	2	200	0	0	0	0	0			0
200	30006	特別功労賞「銅」	500500	1	1	0	1	1	0			0
201	30007	華霊石	2	200	0	0	0	0	0			0
202	30007	特別功労賞「銀」	500501	1	1	0	1	1	0			0
203	30100	華霊石	2	200	0	0	0	0	0			0
204	30100	特別功労賞「銅」	500500	1	1	0	1	1	0			0
205	30110	華霊石	2	200	0	0	0	0	0			0
206	30110	特別功労賞「銅」	500500	1	1	0	1	1	0			0
207	30120	華霊石	2	200	0	0	0	0	0			0
208	30120	特別功労賞「銅」	500500	1	1	0	1	1	0			0
209	30130	華霊石	2	200	0	0	0	0	0			0
210	30130	特別功労賞「銀」	500501	1	1	0	1	1	0			0
211	30140	華霊石	2	200	0	0	0	0	0			0
212	30140	特別功労賞「銅」	500500	1	1	0	1	1	0			0
213	30150	華霊石	2	200	0	0	0	0	0			0
214	30150	特別功労賞「銅」	500500	1	1	0	1	1	0			0
215	30160	華霊石	2	200	0	0	0	0	0			0
216	30160	特別功労賞「銅」	500500	1	1	0	1	1	0			0
217	30170	華霊石	2	200	0	0	0	0	0			0
218	30170	特別功労賞「銀」	500501	1	1	0	1	1	0			0
219	30200	華霊石	2	200	0	0	0	0	0			0
220	30200	特別功労賞「銅」	500500	1	1	0	1	1	0			0
221	30210	華霊石	2	200	0	0	0	0	0			0
222	30210	ヤマユリ	122703	1	1	0	1	1	0			0
223	30220	華霊石	2	200	0	0	0	0	0			0
224	30220	特別功労賞「銅」	500500	1	1	0	1	1	0			0
225	30230	華霊石	2	200	0	0	0	0	0			0
226	30230	特別功労賞「銀」	500501	1	1	0	1	1	0			0
227	30240	華霊石	2	200	0	0	0	0	0			0
228	30240	特別功労賞「銅」	500500	1	1	0	1	1	0			0
229	30250	華霊石	2	200	0	0	0	0	0			0
230	30250	ヤマユリの装花	222704	1	1	0	1	1	0			0
