4	討伐演習1	1	0	1	1001	0	stage_map_00003	4	45	705	27	0	fkg_bgm_stage001	0	battlebg_0001						battlebg_0001	1	0	1	0		0	0			0	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1001	1-1　初仕事	2	7	8	1002	0	stage_map_00002	1001	75	735	29	0	fkg_bgm_stage001	1001	battlebg_0001						battlebg_0001	0	0	0	10000		0	0			7	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1002	1-2　森を抜け山へ	2	8	9	1003	0	stage_map_00003	1002	86	840	34	0	fkg_bgm_stage001	1002	battlebg_0001						battlebg_0001	0	0	0	11000		0	0			8	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1003	1-3　分かれ道その先に	2	9	10	1004	0	stage_map_00007	1003	98	946	40	0	fkg_bgm_stage001	1003	battlebg_0001						battlebg_0001	3	0	0	12000		0	0			9	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1004	1-4　急がば	2	10	11	1005	0	stage_map_00006	1004	110	1051	45	0	fkg_bgm_stage001	1004	battlebg_0001						battlebg_0001	0	0	0	13000		0	0			11	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1005	1-5　初めての脅威	2	11	12	1006	0	stage_map_00005	1005	122	1158	52	0	fkg_bgm_stage003	1005	battlebg_0001						battlebg_0001	5	0	0	14000		0	0			12	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1006	2-1　害虫の巣	3	12	13	1007	0	stage_map_00002	1006	134	1264	58	0	fkg_bgm_stage001	1006	battlebg_0001						battlebg_0001	6	0	0	16000		0	0			13	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1007	2-2　森の中の陽力	3	13	14	1008	0	stage_map_00007	1007	147	1371	65	0	fkg_bgm_stage001	1007	battlebg_0001						battlebg_0001	0	0	0	17600		0	0			14	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1008	2-3　見晴らし良好！	3	14	15	1009	0	stage_map_00002	1008	160	1479	72	0	fkg_bgm_stage001	1008	battlebg_0001						battlebg_0001	0	0	0	19200		0	0			15	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1009	2-4　ホップステップ	3	15	16	1010	0	stage_map_00006	1009	173	1585	79	0	fkg_bgm_stage001	1009	battlebg_0001						battlebg_0001	0	0	0	20800		0	0			17	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1010	2-5　二つの道筋	3	16	17	1011	0	stage_map_00005	1010	186	1693	87	0	fkg_bgm_stage003	1010	battlebg_0001						battlebg_0001	8	0	0	22400		0	0			18	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1011	3-1　二分の一	4	17	18	1012	0	stage_map_00004	1011	199	1800	95	0	fkg_bgm_stage001	1011	battlebg_0001						battlebg_0001	0	0	0	24000		0	0			19	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1012	3-2　登山しようぜ	4	18	19	1013	0	stage_map_00003	1012	212	1908	103	0	fkg_bgm_stage001	1012	battlebg_0001						battlebg_0001	0	0	0	26400		0	0			20	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
1013	3-3　全て殲滅したい	4	19	20	1014	0	stage_map_00005	1013	226	2016	112	0	fkg_bgm_stage001	1013	battlebg_0001						battlebg_0001	0	0	0	28800		0	0			22	0	0	0	0	0	0			0	0	0				0	0		0	0	0	0	0	0	0	0	0	0	0	
