1	1	300001	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
2	1	300002	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
3	1	300003	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
4	1	300004	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
5	1	300005	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
6	1	300006	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
7	1	300007	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
8	1	300008	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
9	1	300009	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
10	1	300010	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
11	1	300011	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
12	2	300012	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
13	2	300013	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
14	2	300014	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
15	2	300015	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
16	2	300016	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
17	2	300017	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
18	2	300018	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
19	2	300019	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
20	2	300020	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
21	2	300021	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
22	2	300022	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
23	3	310001	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
24	3	310002	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
25	3	310003	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
26	3	310004	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
27	3	310005	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
28	3	310006	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
29	3	310007	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
30	3	310008	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
31	3	310009	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
32	3	310010	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
33	3	310011	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
34	4	310012	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
35	4	310013	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
36	4	310014	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
37	4	310015	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
38	4	310016	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
39	4	310017	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
40	4	310018	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
41	4	310019	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
42	4	310020	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
43	4	310021	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
44	4	310022	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
45	5	320001	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
46	5	320002	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
47	5	320003	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
48	5	320004	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
49	5	320005	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
50	5	320006	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
51	5	320007	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
52	5	320008	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
53	5	320009	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
54	5	320010	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
55	5	320011	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
56	6	320012	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
57	6	320013	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
58	6	320014	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
59	6	320015	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
60	6	320016	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
61	6	320017	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
62	6	320018	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
63	6	320019	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
64	6	320020	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
65	6	320021	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
66	6	320022	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
67	7	330001	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
68	7	330002	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
69	7	330003	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
70	7	330004	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
71	7	330005	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
72	7	330006	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
73	7	330007	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
74	7	330008	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
75	7	330009	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
76	7	330010	"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	"2016-09-29 00:00:00"
