1	610001	601001	
2	610001	602001	
3	610001	603002	
4	610001	604003	
5	610001	604004	
6	610001	604005	
7	610001	604006	
8	610001	604007	
9	610000	601003	
10	610000	602002	
11	610000	603003	
12	610000	604008	
13	610000	604009	
14	610000	604010	
15	610000	604012	
16	610000	604015	
17	610000	604016	
18	610002	601004	
19	610002	602003	
20	610002	603004	
21	610002	604021	
22	610002	604022	
23	610002	604023	
24	610002	604024	
25	610002	604025	
26	610003	601006	
27	610003	602004	
28	610003	603005	
29	610003	604028	
30	610003	604030	
31	610003	604031	
32	610003	604032	
33	610003	604034	
34	610004	601009	
35	610004	602005	
36	610004	603006	
37	610004	604035	
38	610004	604036	
39	610004	604037	
40	610004	604040	
41	610004	604041	
42	610005	601010	
43	610005	602006	
44	610005	603007	
45	610005	604054	
46	610005	604056	
47	610005	604058	
48	610005	604059	
49	610005	604060	
50	610006	601011	
51	610006	602007	
52	610006	603008	
53	610006	604079	
54	610006	604080	
55	610006	604081	
56	610006	604082	
57	610006	604083	
58	610006	604084	
59	610007	601012	
60	610007	602008	
61	610007	603009	
62	610007	604098	
63	610007	604099	
64	610007	604100	
65	610007	604101	
66	610007	604102	
67	610007	604103	
68	610007	604104	
69	610008	601013	
70	610008	602010	
71	610008	603010	
72	610008	604126	
73	610008	604128	
74	610008	604129	
75	610008	604130	
76	610008	604132	
77	610009	601014	
78	610009	602011	
79	610009	603011	
80	610009	604138	
81	610009	604139	
82	610009	604140	
83	610009	604142	
84	610009	604144	
85	610010	601015	
86	610010	602012	
87	610010	603012	
88	610010	604145	
89	610010	604146	
90	610010	604148	
91	610010	604149	
92	610010	604151	
93	610011	601016	
94	610011	602013	
95	610011	603013	
96	610011	604164	
97	610011	604165	
98	610011	604166	
99	610011	604167	
100	610011	604168	
101	610012	601017	
102	610012	602014	
103	610012	603014	
104	610012	604174	
105	610012	604175	
106	610012	604176	
107	610012	604177	
108	610012	604178	
109	610013	601018	
110	610013	602015	
111	610013	603015	
112	610013	604182	
113	610013	604183	
114	610013	604184	
115	610013	604185	
116	610013	604186	
117	610076	601019	
118	610076	602016	
119	610076	603016	
120	610014	601020	
121	610014	602017	
122	610014	603017	
123	610014	604187	
124	610014	604188	
125	610014	604189	
126	610014	604190	
127	610014	604191	
128	610015	601021	
129	610015	602018	
130	610015	603018	
131	610015	604197	
132	610015	604198	
133	610015	604199	
134	610015	604200	
135	610015	604201	
136	610016	601022	
137	610016	602019	
138	610016	603019	
139	610016	604206	
140	610016	604207	
141	610016	604208	
142	610016	604209	
143	610016	604210	
144	610017	601023	
145	610017	602020	
146	610017	603020	
147	610017	604215	
148	610017	604216	
149	610017	604217	
150	610017	604218	
151	610017	604219	
152	610018	601024	
153	610018	602021	
154	610018	603021	
155	610018	604224	
156	610018	604225	
157	610018	604226	
158	610018	604227	
159	610018	604228	
160	610019	601025	
161	610019	602022	
162	610019	603022	
163	610019	604231	
164	610019	604231	
165	610019	604233	
166	610019	604234	
167	610019	604235	
168	610019	604236	
169	610020	601026	
170	610020	602023	
171	610020	603023	
172	610020	604241	
173	610020	604242	
174	610020	604243	
175	610020	604244	
176	610020	604245	
177	610021	601027	
178	610021	602024	
179	610021	603024	
180	610021	604252	
181	610021	604253	
182	610021	604254	
183	610021	604255	
184	610021	604256	
185	610022	601028	
186	610022	602025	
187	610022	603025	
188	610022	604260	
189	610022	604261	
190	610023	601029	
191	610023	602026	
192	610023	603026	
193	610023	604262	
194	610023	604263	
195	610023	604264	
196	610023	604265	
197	610023	604266	
198	610024	601030	
199	610024	602027	
200	610024	603027	
201	610024	604271	
202	610024	604272	
203	610024	604273	
204	610024	604274	
205	610024	604275	
206	610025	601031	
207	610025	602028	
208	610025	603028	
209	610025	604281	
210	610025	604282	
211	610025	604283	
212	610025	604284	
213	610025	604285	
214	610026	601032	
215	610026	602029	
216	610026	603029	
217	610026	604292	
218	610026	604292	
219	610026	604294	
220	610026	604295	
221	610026	604296	
222	610026	604297	
223	610027	601033	
224	610027	602030	
225	610027	603030	
226	610027	604302	
227	610027	604303	
228	610027	604303	
229	610027	604305	
230	610027	604306	
231	610027	604307	
232	610028	601034	
233	610028	602031	
234	610028	603031	
235	610028	604312	
236	610028	604313	
237	610028	604314	
238	610028	604315	
239	610028	604316	
240	610029	601035	
241	610029	602032	
242	610029	603032	
243	610029	604322	
244	610029	604323	
245	610029	604324	
246	610029	604325	
247	610029	604326	
248	610030	601036	
249	610030	602033	
250	610030	603033	
251	610030	604334	
252	610030	604335	
253	610030	604336	
254	610030	604337	
255	610030	604338	
256	610031	601037	
257	610031	602034	
258	610031	603034	
259	610031	604344	
260	610031	604345	
261	610031	604346	
262	610031	604347	
263	610031	604348	
264	610032	601038	
265	610032	602035	
266	610032	603035	
267	610032	604354	
268	610032	604355	
269	610032	604356	
270	610032	604357	
271	610032	604358	
272	610033	601039	
273	610033	602036	
274	610033	603036	
275	610033	604364	
276	610033	604365	
277	610033	604366	
278	610033	604367	
279	610033	604368	
280	610034	601040	
281	610034	602037	
282	610034	603037	
283	610034	604375	
284	610034	604376	
285	610034	604377	
286	610034	604378	
287	610034	604379	
288	610035	601041	
289	610035	602038	
290	610035	603038	
291	610035	604392	
292	610035	604393	
293	610035	604394	
294	610035	604395	
295	610035	604396	
296	610036	601042	
297	610036	602039	
298	610036	603039	
299	610036	604402	
300	610036	604403	
301	610036	604404	
302	610036	604405	
303	610036	604406	
304	610037	601043	
305	610037	602040	
306	610037	603040	
307	610037	604410	
308	610037	604411	
309	610037	604412	
310	610037	604413	
311	610037	604414	
312	610038	601044	
313	610038	602041	
314	610038	603041	
315	610038	604420	
316	610038	604421	
317	610038	604422	
318	610038	604423	
319	610038	604424	
320	610039	601045	
321	610039	602042	
322	610039	603042	
323	610039	604429	
324	610039	604430	
325	610039	604431	
326	610039	604432	
327	610039	604433	
328	610040	601046	
329	610040	602043	
330	610040	603043	
331	610040	604437	
332	610040	604438	
333	610040	604439	
334	610040	604440	
335	610040	604441	
336	610041	601047	
337	610041	602044	
338	610041	603044	
339	610041	604447	
340	610041	604448	
341	610041	604449	
342	610041	604450	
343	610041	604451	
344	610042	601048	
345	610042	602045	
