1	1	☆2：レベル1	1	2	1	0	187	180	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2	1	☆2：レベル2	4	3	2	0	210	360	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3	1	☆2：レベル3	9	4	3	0	234	486	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
4	1	☆2：レベル4	16	5	4	0	257	612	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
5	1	☆2：レベル5	23	6	5	0	280	738	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
6	1	☆2：レベル6	31	7	6	0	304	864	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
7	1	☆2：レベル7	39	8	7	0	327	990	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
8	1	☆2：レベル8	49	9	8	0	351	1116	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
9	1	☆2：レベル9	59	10	9	0	374	1242	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
10	1	☆2：レベル10	69	11	10	0	397	1368	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
11	1	☆2：レベル11	81	12	11	0	421	1494	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
12	1	☆2：レベル12	92	13	12	0	444	1620	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
13	1	☆2：レベル13	105	14	13	0	467	1746	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
14	1	☆2：レベル14	117	15	14	0	491	1872	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
15	1	☆2：レベル15	131	16	15	0	514	1998	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
16	1	☆2：レベル16	144	17	16	0	538	2124	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
17	1	☆2：レベル17	159	18	17	0	561	2250	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
18	1	☆2：レベル18	173	19	18	0	584	2376	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
19	1	☆2：レベル19	188	20	19	0	608	2502	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
20	1	☆2：レベル20	0	0	20	1	631	2628	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1000	3	☆3：レベル1	2	1001	1	0	280	180	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1001	3	☆3：レベル2	7	1002	2	0	315	360	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1002	3	☆3：レベル3	16	1003	3	0	350	486	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1003	3	☆3：レベル4	26	1004	4	0	385	612	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1004	3	☆3：レベル5	38	1005	5	0	420	738	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1005	3	☆3：レベル6	51	1006	6	0	455	864	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1006	3	☆3：レベル7	65	1007	7	0	490	990	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1007	3	☆3：レベル8	81	1008	8	0	525	1116	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1008	3	☆3：レベル9	98	1009	9	0	560	1242	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1009	3	☆3：レベル10	115	1010	10	0	595	1368	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1010	3	☆3：レベル11	134	1011	11	0	630	1494	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1011	3	☆3：レベル12	154	1012	12	0	665	1620	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1012	3	☆3：レベル13	174	1013	13	0	700	1746	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1013	3	☆3：レベル14	196	1014	14	0	735	1872	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1014	3	☆3：レベル15	218	1015	15	0	770	1998	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1015	3	☆3：レベル16	241	1016	16	0	805	2124	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1016	3	☆3：レベル17	264	1017	17	0	840	2250	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1017	3	☆3：レベル18	289	1018	18	0	875	2376	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1018	3	☆3：レベル19	314	1019	19	0	910	2502	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1019	3	☆3：レベル20	340	1020	20	0	945	2628	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1020	3	☆3：レベル21	366	1021	21	0	980	2754	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1021	3	☆3：レベル22	393	1022	22	0	1015	2880	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1022	3	☆3：レベル23	421	1023	23	0	1050	3006	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1023	3	☆3：レベル24	449	1024	24	0	1085	3132	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1024	3	☆3：レベル25	478	1025	25	0	1120	3258	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1025	3	☆3：レベル26	508	1026	26	0	1155	3384	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1026	3	☆3：レベル27	538	1027	27	0	1190	3510	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1027	3	☆3：レベル28	569	1028	28	0	1225	3636	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1028	3	☆3：レベル29	600	1029	29	0	1260	3762	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
1029	3	☆3：レベル30	0	0	30	1	1295	3888	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2000	5	☆4：レベル1	2	2001	1	0	374	180	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2001	5	☆4：レベル2	11	2002	2	0	421	360	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2002	5	☆4：レベル3	24	2003	3	0	467	486	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2003	5	☆4：レベル4	39	2004	4	0	514	612	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2004	5	☆4：レベル5	57	2005	5	0	561	738	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2005	5	☆4：レベル6	76	2006	6	0	608	864	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2006	5	☆4：レベル7	98	2007	7	0	654	990	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2007	5	☆4：レベル8	122	2008	8	0	701	1116	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2008	5	☆4：レベル9	147	2009	9	0	748	1242	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2009	5	☆4：レベル10	173	2010	10	0	795	1368	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2010	5	☆4：レベル11	201	2011	11	0	841	1494	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2011	5	☆4：レベル12	231	2012	12	0	888	1620	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2012	5	☆4：レベル13	262	2013	13	0	935	1746	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2013	5	☆4：レベル14	293	2014	14	0	982	1872	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2014	5	☆4：レベル15	327	2015	15	0	1029	1998	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2015	5	☆4：レベル16	361	2016	16	0	1075	2124	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2016	5	☆4：レベル17	397	2017	17	0	1122	2250	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2017	5	☆4：レベル18	433	2018	18	0	1169	2376	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2018	5	☆4：レベル19	471	2019	19	0	1216	2502	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2019	5	☆4：レベル20	509	2020	20	0	1262	2628	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2020	5	☆4：レベル21	549	2021	21	0	1309	2754	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2021	5	☆4：レベル22	590	2022	22	0	1356	2880	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2022	5	☆4：レベル23	632	2023	23	0	1403	3006	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2023	5	☆4：レベル24	674	2024	24	0	1449	3132	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2024	5	☆4：レベル25	717	2025	25	0	1496	3258	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2025	5	☆4：レベル26	762	2026	26	0	1543	3384	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2026	5	☆4：レベル27	807	2027	27	0	1590	3510	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2027	5	☆4：レベル28	853	2028	28	0	1636	3636	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2028	5	☆4：レベル29	900	2029	29	0	1683	3762	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2029	5	☆4：レベル30	948	2030	30	0	1730	3888	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2030	5	☆4：レベル31	997	2031	31	0	1777	4014	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2031	5	☆4：レベル32	1046	2032	32	0	1823	4140	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2032	5	☆4：レベル33	1096	2033	33	0	1870	4266	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2033	5	☆4：レベル34	1147	2034	34	0	1917	4392	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2034	5	☆4：レベル35	1199	2035	35	0	1964	4518	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2035	5	☆4：レベル36	1251	2036	36	0	2010	4644	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2036	5	☆4：レベル37	1305	2037	37	0	2057	4770	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2037	5	☆4：レベル38	1359	2038	38	0	2104	4896	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2038	5	☆4：レベル39	1413	2039	39	0	2151	5022	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
2039	5	☆4：レベル40	0	0	40	1	2197	5148	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3000	7	☆5：レベル1	4	3001	1	0	467	180	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3001	7	☆5：レベル2	18	3002	2	0	525	360	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3002	7	☆5：レベル3	39	3003	3	0	584	486	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3003	7	☆5：レベル4	65	3004	4	0	642	612	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3004	7	☆5：レベル5	94	3005	5	0	700	738	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3005	7	☆5：レベル6	127	3006	6	0	759	864	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3006	7	☆5：レベル7	164	3007	7	0	817	990	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3007	7	☆5：レベル8	203	3008	8	0	876	1116	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3008	7	☆5：レベル9	244	3009	9	0	934	1242	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3009	7	☆5：レベル10	289	3010	10	0	992	1368	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3010	7	☆5：レベル11	336	3011	11	0	1051	1494	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3011	7	☆5：レベル12	385	3012	12	0	1109	1620	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3012	7	☆5：レベル13	436	3013	13	0	1167	1746	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3013	7	☆5：レベル14	489	3014	14	0	1226	1872	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3014	7	☆5：レベル15	545	3015	15	0	1284	1998	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3015	7	☆5：レベル16	602	3016	16	0	1343	2124	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3016	7	☆5：レベル17	661	3017	17	0	1401	2250	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3017	7	☆5：レベル18	722	3018	18	0	1459	2376	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3018	7	☆5：レベル19	785	3019	19	0	1518	2502	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3019	7	☆5：レベル20	849	3020	20	0	1576	2628	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3020	7	☆5：レベル21	915	3021	21	0	1634	2754	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3021	7	☆5：レベル22	983	3022	22	0	1693	2880	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3022	7	☆5：レベル23	1052	3023	23	0	1751	3006	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3023	7	☆5：レベル24	1123	3024	24	0	1810	3132	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3024	7	☆5：レベル25	1196	3025	25	0	1868	3258	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3025	7	☆5：レベル26	1270	3026	26	0	1926	3384	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3026	7	☆5：レベル27	1345	3027	27	0	1985	3510	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3027	7	☆5：レベル28	1422	3028	28	0	2043	3636	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3028	7	☆5：レベル29	1500	3029	29	0	2102	3762	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3029	7	☆5：レベル30	1580	3030	30	0	2160	3888	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3030	7	☆5：レベル31	1661	3031	31	0	2218	4014	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3031	7	☆5：レベル32	1743	3032	32	0	2277	4140	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3032	7	☆5：レベル33	1827	3033	33	0	2335	4266	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3033	7	☆5：レベル34	1912	3034	34	0	2393	4392	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3034	7	☆5：レベル35	1998	3035	35	0	2452	4518	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3035	7	☆5：レベル36	2086	3036	36	0	2510	4644	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3036	7	☆5：レベル37	2174	3037	37	0	2569	4770	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3037	7	☆5：レベル38	2264	3038	38	0	2627	4896	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3038	7	☆5：レベル39	2356	3039	39	0	2685	5022	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3039	7	☆5：レベル40	2448	3040	40	0	2744	5148	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3040	7	☆5：レベル41	2542	3041	41	0	2802	5274	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3041	7	☆5：レベル42	2636	3042	42	0	2860	5401	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3042	7	☆5：レベル43	2732	3043	43	0	2919	5528	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3043	7	☆5：レベル44	2829	3044	44	0	2977	5655	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3044	7	☆5：レベル45	2927	3045	45	0	3036	5782	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3045	7	☆5：レベル46	3026	3046	46	0	3094	5909	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3046	7	☆5：レベル47	3127	3047	47	0	3152	6036	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3047	7	☆5：レベル48	3228	3048	48	0	3211	6163	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3048	7	☆5：レベル49	3331	3049	49	0	3269	6289	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
3049	7	☆5：レベル50	0	0	50	1	3327	6415	2014-08-14 00:00:00	2015-09-28 00:00:00	0	
5000	101	合成素材小	0	0	1	1	795	100	2016-05-02 00:00:00	2016-05-02 00:00:00	0	
5001	102	合成素材中	0	0	1	1	1590	100	2016-05-02 00:00:00	2016-06-24 00:00:00	0	
5002	103	合成素材大	0	0	1	1	3339	100	2016-05-02 00:00:00	2016-06-24 00:00:00	0	
6000	200	強化不可装備	0	0	1	1	3339	100	2016-05-02 00:00:00	2016-06-24 00:00:00	0	
