1	2	30600					0
2	2	30610					0
3	2	30620					0
4	2	30630					0
5	2	30640					0
6	2	30650					0
7	2	30660					0
8	2	30670					0
9	2	30700					0
10	2	30710					0
11	2	30720					0
12	2	30730					0
13	2	30740					0
14	2	30750					0
15	2	30760					0
16	2	30770					0
17	2	30800					0
18	2	30810					0
19	2	30820					0
20	2	30830					0
21	2	30840					0
22	2	30850					0
23	2	30860					0
24	2	30870					0
25	2	30900					0
26	2	30910					0
27	2	30920					0
28	2	30930					0
29	2	30940					0
30	2	30950					0
31	2	30960					0
32	2	30970					0
33	2	31000					0
34	2	31010					0
35	2	31020					0
36	2	31030					0
37	2	31040					0
38	2	31050					0
39	2	31060					0
40	2	31070					0
41	2	31100					0
42	2	31110					0
43	2	31120					0
44	2	31200					0
45	2	31210					0
46	2	31220					0
47	2	31130					0
48	2	31140					0
49	2	31150					0
50	2	31230					0
51	2	31240					0
52	2	31250					0
53	2	31300					0
54	2	31310					0
55	2	31320					0
56	2	31330					0
57	4	2000					0
58	4	2001					0
59	4	2002					0
60	4	5000					0
61	4	5001					0
62	4	5002					0
63	4	6000					0
64	4	6001					0
65	4	6002					0
66	4	5003					0
67	4	5004					0
68	4	5005					0
69	4	5006					0
70	4	5007					0
71	4	5008					0
72	2	170000					0
73	2	170100					0
74	2	170010					0
75	2	170110					0
76	2	170020					0
77	2	170120					0
78	2	170030					0
79	2	170130					0
80	2	170040					0
81	2	170140					0
82	2	31340					0
83	2	31350					0
84	2	31360					0
85	2	31370					0
86	2	130000					0
87	2	130010					0
88	2	130020					0
89	2	130030					0
90	4	5012					0
91	4	5013					0
92	4	5014					0
93	4	4000					0
94	4	4001					0
95	4	4002					0
96	4	5009					0
97	4	5010					0
98	4	5011					0
99	2	31400					0
100	2	31410					0
101	2	31420					0
102	2	31430					0
103	2	130040					0
104	2	130050					0
105	2	130060					0
106	2	130070					0
107	2	170200					0
108	2	170210					0
109	2	170220					0
110	2	170230					0
111	2	170240					0
112	4	2003					0
113	4	2004					0
114	4	2005					0
115	4	5015					0
116	4	5016					0
117	4	5017					0
118	4	5018					0
119	4	5019					0
120	4	5020					0
121	4	6003					0
122	4	6004					0
123	4	6005					0
124	2	31440					0
125	2	31450					0
126	2	31460					0
127	2	31470					0
128	4	3000					0
129	4	3001					0
130	4	3002					0
131	4	5021					0
132	4	5022					0
133	4	5023					0
134	4	6006					0
135	4	6007					0
136	4	6008					0
137	4	4003					0
138	4	4004					0
139	4	4005					0
140	2	130100					0
141	2	130110					0
142	2	130120					0
143	2	130130					0
144	2	31500					0
145	2	31510					0
146	2	31520					0
147	2	31530					0
148	2	130140					0
149	2	130150					0
150	2	130160					0
151	2	130170					0
152	4	5024					0
153	4	5025					0
154	4	5026					0
155	4	3003					0
156	4	3004					0
157	4	3005					0
158	4	5027					0
159	4	5028					0
160	4	5029					0
161	4	6009					0
162	4	6010					0
163	4	6011					0
164	2	170300					0
165	2	170310					0
166	2	170320					0
167	2	170330					0
168	2	170340					0
169	4	5033					0
170	4	5034					0
171	4	5035					0
172	2	130200					0
173	2	130210					0
174	2	130220					0
175	2	130230					0
176	4	5030					0
177	4	5031					0
178	4	5032					0
179	4	4006					0
180	4	4007					0
181	4	4008					0
182	2	31540					0
183	2	31550					0
184	2	31560					0
185	2	31570					0
186	4	6012					0
187	4	6013					0
188	4	6014					0
189	4	5045					0
190	4	5046					0
191	4	5047					0
192	4	5048					0
193	4	5049					0
194	4	5050					0
195	4	6015					0
196	4	6016					0
197	4	6017					0
198	4	4009					0
199	4	4010					0
200	4	4011					0
201	2	31600					0
202	2	31610					0
203	2	31620					0
204	2	31630					0
205	2	130240					0
206	2	130250					0
207	2	130260					0
208	2	130270					0
209	2	170400					0
210	2	170410					0
211	2	170420					0
212	2	170430					0
213	2	170440					0
214	2	31640					0
215	2	31650					0
216	2	31660					0
217	2	31670					0
218	2	130300					0
219	2	130310					0
220	2	130320					0
221	2	130330					0
222	4	4012					0
223	4	4013					0
224	4	4014					0
225	4	5051					0
226	4	5052					0
227	4	5053					0
228	4	5054					0
229	4	5055					0
230	4	5056					0
231	4	6018					0
232	4	6019					0
233	4	6020					0
234	2	31700					0
235	2	31710					0
236	2	31720					0
237	2	31730					0
238	2	130340					0
239	2	130350					0
240	2	130360					0
241	2	130370					0
242	2	170500					0
243	2	170510					0
244	2	170520					0
245	2	170530					0
246	2	170540					0
247	4	5057					0
248	4	5058					0
249	4	5059					0
250	4	5060					0
251	4	5061					0
252	4	5062					0
253	4	6021					0
254	4	6022					0
255	4	6023					0
256	4	5063					0
257	4	5064					0
258	4	5065					0
259	2	31740					0
260	2	31750					0
261	2	31760					0
262	2	31770					0
263	2	130400					0
264	2	130410					0
265	2	130420					0
266	2	130430					0
267	4	2006					0
268	4	2007					0
269	4	2008					0
270	4	5069					0
271	4	5070					0
272	4	5071					0
273	4	5066					0
274	4	5067					0
275	4	5068					0
276	4	6024					0
277	4	6025					0
278	4	6026					0
279	2	31800					0
280	2	31810					0
281	2	31820					0
282	2	31830					0
283	2	130440					0
284	2	130450					0
285	2	130460					0
286	2	130470					0
287	2	170600					0
288	2	170610					0
289	2	170620					0
290	2	170630					0
291	2	170640					0
292	4	5072					0
293	4	5073					0
294	4	5074					0
295	4	5075					0
296	4	5076					0
297	4	5077					0
298	4	5078					0
299	4	5079					0
300	4	5080					0
301	4	6027					0
302	4	6028					0
303	4	6029					0
304	2	31840					0
305	2	31850					0
306	2	31860					0
307	2	31870					0
308	2	130500					0
309	2	130510					0
310	2	130520					0
311	2	130530					0
312	4	4015					0
313	4	4016					0
314	4	4017					0
315	4	5081					0
316	4	5082					0
317	4	5083					0
318	4	5084					0
319	4	5085					0
320	4	5086					0
321	4	6030					0
322	4	6031					0
323	4	6032					0
324	2	31900					0
325	2	31910					0
326	2	31920					0
327	2	31930					0
328	2	130540					0
329	2	130550					0
330	2	130560					0
331	2	130570					0
332	2	170700					0
333	2	170710					0
334	2	170720					0
335	2	170730					0
336	2	170740					0
337	4	5087					0
338	4	5088					0
339	4	5089					0
340	4	5090					0
341	4	5091					0
342	4	5092					0
343	4	5093					0
344	4	5094					0
345	4	5095					0
346	4	6033					0
347	4	6034					0
348	4	6035					0
349	2	31940					0
350	2	31950					0
351	2	31960					0
352	2	31970					0
353	2	130600					0
354	2	130610					0
355	2	130620					0
356	2	130630					0
357	4	4018					0
358	4	4019					0
359	4	4020					0
360	4	5096					0
361	4	5097					0
362	4	5098					0
363	4	5099					0
364	4	5100					0
365	4	5101					0
366	4	6036					0
367	4	6037					0
368	4	6038					0
369	6	31970					0
370	2	32000					0
371	2	32010					0
372	2	32020					0
373	2	32030					0
374	2	130640					0
375	2	130650					0
376	2	130660					0
377	2	130670					0
378	6	130670					0
379	2	170800					0
380	2	170810					0
381	2	170820					0
382	2	170830					0
383	2	170840					0
384	4	5102					0
385	4	5103					0
386	4	5104					0
387	4	5105					0
388	4	5106					0
389	4	5107					0
390	4	5108					0
391	4	5109					0
392	4	5110					0
393	4	6039					0
394	4	6040					0
395	4	6041					0
396	2	32040					0
397	2	32050					0
398	2	32060					0
399	2	32070					0
400	4	5111					0
401	4	5112					0
402	4	5113					0
403	4	5114					0
404	4	5115					0
405	4	5116					0
