170000	900	
170010	900	
170020	900	
170030	900	
170040	900	
170100	1050	
170110	1050	
170120	1050	
170130	1050	
170140	1050	
170200	1200	
170210	1200	
170220	1200	
170230	1200	
170240	1200	
170300	1350	
170310	1350	
170320	1350	
170330	1350	
170340	1350	
170400	1500	
170410	1500	
170420	1500	
170430	1500	
170440	1500	
170500	1800	
170510	1800	
170520	1800	
170530	1800	
170540	1800	
170600	1950	
170610	1950	
170620	1950	
170630	1950	
170640	1950	
170700	2100	
170710	2100	
170720	2100	
170730	2100	
170740	2100	
170800	2250	
170810	2250	
170820	2250	
170830	2250	
170840	2250	
170900	2400	
170910	2400	
170920	2400	
170930	2400	
170940	2400	
171000	2700	
171010	2700	
171020	2700	
171030	2700	
171040	2700	
171100	2850	
171110	2850	
171120	2850	
171130	2850	
171140	2850	
171200	3000	
171210	3000	
171220	3000	
171230	3000	
171240	3000	
171300	3150	
171310	3150	
171320	3150	
171330	3150	
171340	3150	
171400	3300	
171410	3300	
171420	3300	
171430	3300	
171440	3300	
171500	3600	
171510	3600	
171520	3600	
171530	3600	
171540	3600	
171600	3750	
171610	3750	
171620	3750	
171630	3750	
171640	3750	
171700	3900	
171710	3900	
171720	3900	
171730	3900	
171740	3900	
171800	4050	
171810	4050	
171820	4050	
171830	4050	
171840	4050	
171900	4200	
171910	4200	
171920	4200	
171930	4200	
171940	4200	
172000	4500	
172010	4500	
172020	4500	
172030	4500	
172040	4500	
172100	4650	
172110	4650	
172120	4650	
172130	4650	
172140	4650	
172200	4800	
172210	4800	
172220	4800	
172230	4800	
172240	4800	
172300	4950	
172310	4950	
172320	4950	
172330	4950	
172340	4950	
172400	5100	
172410	5100	
172420	5100	
172430	5100	
172440	5100	
172500	5400	
172510	5400	
172520	5400	
172530	5400	
172540	5400	
172600	5550	
172610	5550	
172620	5550	
172630	5550	
172640	5550	
172700	5700	
172710	5700	
172720	5700	
172730	5700	
172740	5700	
172800	5850	
172810	5850	
172820	5850	
172830	5850	
172840	5850	
172900	6000	
172910	6000	
172920	6000	
172930	6000	
172940	6000	
173000	6300	
173010	6300	
173020	6300	
173030	6300	
173040	6300	
173100	6450	
173110	6450	
173120	6450	
173130	6450	
173140	6450	
173200	6600	
173210	6600	
173220	6600	
173230	6600	
173240	6600	
173300	6750	
173310	6750	
173320	6750	
173330	6750	
173340	6750	
173400	6900	
173410	6900	
173420	6900	
173430	6900	
173440	6900	
173500	7200	
173510	7200	
173520	7200	
173530	7200	
173540	7200	
173600	7350	
173610	7350	
173620	7350	
173630	7350	
173640	7350	
173700	7500	
173710	7500	
173720	7500	
173730	7500	
173740	7500	
173800	7650	
173810	7650	
173820	7650	
173830	7650	
173840	7650	
173900	7800	
173910	7800	
173920	7800	
173930	7800	
173940	7800	
