49	200			109913	1	0	0	0	0			0	
50	200			109914	1	0	0	0	0			0	
51	201			109915	1	0	0	0	0			0	
52	201			109916	1	0	0	0	0			0	
53	202			109913	1	0	0	0	0			0	
54	202			109914	1	0	0	0	0			0	
55	202			109915	1	0	0	0	0			0	
56	202			109916	1	0	0	0	0			0	
57	203			109913	1	0	0	0	0			0	
58	203			109914	1	0	0	0	0			0	
59	203			109915	1	0	0	0	0			0	
60	203			109916	1	0	0	0	0			0	
61	204			109917	1	0	0	0	0			0	
62	204			109918	1	0	0	0	0			0	
63	205			109919	1	0	0	0	0			0	
64	205			109920	1	0	0	0	0			0	
65	206			109917	1	0	0	0	0			0	
66	206			109918	1	0	0	0	0			0	
67	206			109919	1	0	0	0	0			0	
68	206			109920	1	0	0	0	0			0	
69	207			109917	1	0	0	0	0			0	
70	207			109918	1	0	0	0	0			0	
71	207			109919	1	0	0	0	0			0	
72	207			109920	1	0	0	0	0			0	
73	300			3	100	0	0	0	0			0	
74	301			3	500	0	0	0	0			0	
75	302			3	1000	0	0	0	0			0	
76	303			3	1500	0	0	0	0			0	
77	304			3	3000	0	0	0	0			0	
78	305			3	5000	0	0	0	0			0	
79	306			3	8000	0	0	0	0			0	
80	400			5000	1	0	0	0	0			0	
81	400			5010	1	0	0	0	0			0	
82	400			5020	1	0	0	0	0			0	
83	401			5000	1	0	0	0	0			0	
84	401			5010	1	0	0	0	0			0	
85	401			5020	1	0	0	0	0			0	
86	402			5000	1	0	0	0	0			0	
87	402			5010	1	0	0	0	0			0	
88	402			5020	1	0	0	0	0			0	
89	403			5000	1	0	0	0	0			0	
90	403			5010	1	0	0	0	0			0	
91	403			5020	1	0	0	0	0			0	
92	404			5000	1	0	0	0	0			0	
93	404			5010	1	0	0	0	0			0	
94	404			5020	1	0	0	0	0			0	
95	405			5000	1	0	0	0	0			0	
96	405			5010	1	0	0	0	0			0	
97	405			5020	1	0	0	0	0			0	
98	406			5000	1	0	0	0	0			0	
99	406			5010	1	0	0	0	0			0	
100	406			5020	1	0	0	0	0			0	
101	407			5000	1	0	0	0	0			0	
102	407			5010	1	0	0	0	0			0	
103	407			5020	1	0	0	0	0			0	
104	408			5000	1	0	0	0	0			0	
105	408			5010	1	0	0	0	0			0	
106	408			5020	1	0	0	0	0			0	
107	409			5000	1	0	0	0	0			0	
108	409			5010	1	0	0	0	0			0	
109	409			5020	1	0	0	0	0			0	
116	510			1	4000	0	0	0	0			0	
117	511			1	6000	0	0	0	0			0	
118	512			101	1	0	0	0	0			0	
119	600			109913	1	0	0	0	0			0	
120	600			109914	1	0	0	0	0			0	
