1	シリル	1	4	111903	1	1	150801	1	1	142201	1	1	131401	1	1	0	0	0	"2014-10-24 00:00:00"	"2014-10-24 00:00:00"	0	
2	ロザリア	1	4	142503	1	1	142201	1	1	131401	1	1	130501	1	1	0	0	0	"2014-10-24 00:00:00"	"2014-10-24 00:00:00"	0	
3	ヤナ	1	4	130801	1	1	131401	1	1	130501	1	1	150801	1	1	0	0	0	"2014-10-24 00:00:00"	"2014-10-24 00:00:00"	0	
4	なりひろ	1	4	152705	1	1	130501	1	1	150801	1	1	142201	1	1	0	0	0	"2014-10-24 00:00:00"	"2014-10-24 00:00:00"	0	
5	縁	2	4	111903	2	1	150801	2	1	142201	2	1	131401	2	1	0	0	0	"2014-10-24 00:00:00"	"2014-10-24 00:00:00"	0	
6	kei	2	4	142503	2	1	142201	2	1	131401	2	1	130501	2	1	0	0	0	"2014-10-24 00:00:00"	"2014-10-24 00:00:00"	0	
7	ゴン太	2	4	130801	2	1	131401	2	1	130501	2	1	150801	2	1	0	0	0	"2014-10-24 00:00:00"	"2014-10-24 00:00:00"	0	
8	やっしー	2	4	152705	2	1	130501	2	1	150801	2	1	142201	2	1	0	0	0	"2014-10-24 00:00:00"	"2014-10-24 00:00:00"	0	
9	Murail	3	5	111501	2	1	150801	2	1	122301	1	1	120101	1	1	120201	1	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
10	ジェフリー	3	5	150801	2	1	130301	2	1	130501	1	1	142201	1	1	121303	1	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
11	ゆーすけ	3	5	141101	2	1	131401	2	1	122301	1	1	130301	1	1	142201	1	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
12	LUCIE	3	5	131401	2	1	130501	2	1	130301	1	1	132001	1	1	152701	1	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
13	ハルト	4	5	132501	2	1	131909	2	1	152707	2	1	152701	2	1	130501	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
14	ロランド	4	5	121303	2	1	122301	2	1	122305	2	1	130501	2	1	130301	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
15	ヴァノ	4	5	142503	2	1	120101	2	1	142201	2	1	132001	2	1	132401	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
16	扇風機	4	5	141701	2	1	130301	2	1	130501	2	1	122305	2	1	132001	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
17	ノヴァ	5	5	112801	4	1	132401	3	1	142201	2	1	131909	2	1	150801	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
18	カルメロ	5	5	111101	4	1	130501	3	1	132001	2	1	131401	2	1	152701	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
19	カフェラテ	5	5	151801	4	1	122305	3	1	132401	2	1	122301	2	1	131401	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
20	Robert	5	5	111505	4	1	152701	3	1	120101	2	1	131909	2	1	131401	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
21	オルガ	6	5	141301	4	1	130301	3	1	150801	4	1	120101	2	1	131909	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
22	ぽんすけ	6	5	112601	4	1	142201	3	1	130501	4	1	150801	2	1	131401	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
23	ファン	6	5	141303	4	1	131401	3	1	122301	4	1	130501	2	1	120101	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
24	伊賀	6	5	141701	4	1	150801	3	1	131909	4	1	130501	2	1	151801	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
25	ペペロンチーノ	7	5	120201	4	1	152801	1	1	122301	3	1	122305	4	1	150801	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
26	シェス	7	5	142401	4	1	141101	1	1	132001	3	1	130301	4	1	130501	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
27	丸太	7	5	151801	4	1	131401	1	1	132401	3	1	141901	4	1	131909	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
28	Luisa	7	5	141701	4	1	141901	1	1	130501	3	1	122305	4	1	131909	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
29	フェルン	8	5	140803	4	1	152701	8	1	132001	3	1	122301	4	1	130501	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
30	てるぞー	8	5	121303	4	1	122301	8	1	142201	3	1	132001	4	1	122305	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
31	エドゥアルド	8	5	121601	4	1	120101	8	1	130301	3	1	142201	4	1	150801	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
32	Lantz	8	5	111505	4	1	130501	8	1	132001	3	1	131909	4	1	122301	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
33	コンチェルト	9	5	122705	5	1	111101	4	1	150801	3	1	122301	4	1	130301	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
34	ネッケ	9	5	111101	5	1	121601	4	1	130301	3	1	152701	4	1	132401	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
35	三度寝	9	5	141101	5	1	111505	4	1	122305	3	1	130301	4	1	131909	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
36	イバン	9	5	131401	5	1	122705	4	1	130301	3	1	142201	4	1	122301	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
37	しろのいて	10	5	141901	6	1	150801	5	1	131909	4	1	152701	4	1	142201	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
38	ロザランブレ	10	5	142401	6	1	151801	5	1	131401	4	1	130301	4	1	132001	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
39	テラロボ	10	5	142503	6	1	141701	5	1	130301	4	1	131909	4	1	150801	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
40	硬い饅頭	10	5	141701	6	1	111501	5	1	130301	4	1	132001	4	1	142201	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
41	窓際一族	11	5	120401	4	1	121303	3	1	122305	4	1	152801	3	1	130301	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
42	ベルガルツ	11	5	150801	4	1	142503	3	1	142201	4	1	132501	3	1	120101	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
43	タイファ	11	5	151801	4	1	131401	3	1	122305	4	1	111505	3	1	150801	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
44	グニラ	11	5	111505	4	1	132501	3	1	130301	4	1	150801	3	1	122305	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
45	Hasslo	12	5	122705	8	1	152801	6	2	130501	6	2	122305	4	1	130301	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
46	ジョルジ	12	5	152801	8	1	141303	6	1	132401	6	1	132001	4	1	122301	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
47	カレカ	12	5	121601	8	1	141701	6	1	132001	6	1	122301	4	1	131401	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
48	ああね	12	5	141701	8	1	120201	6	1	120101	6	2	152701	4	1	122301	3	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
49	ジャメーリ	13	5	141901	7	1	132401	7	2	122305	7	2	132001	7	1	150801	6	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
50	duque	13	5	112601	7	1	122305	7	2	130301	7	2	122301	7	2	132001	6	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
51	シリル	13	5	141101	7	1	122305	7	1	150801	7	2	142201	7	2	130301	6	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
52	ロザリア	13	5	131401	7	1	130501	7	1	122301	7	2	132001	7	1	152001	6	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
53	ヤナ	14	5	111501	8	1	142401	5	1	141301	4	1	132401	5	1	132001	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
54	なりひろ	14	5	152801	8	1	121601	5	1	111501	4	1	130501	5	1	132001	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
55	縁	15	5	111503	2	1	122305	7	2	131401	7	1	132001	5	1	122301	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
56	kei	15	5	111505	2	1	122705	7	1	131909	7	1	142201	5	1	130301	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
